Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	1	0	21	:	2	19	16	3	0	0	10	:	1	9	2	1	0	11	:	1	7	S-S-S-U-S-S
2	Real Madrid	5	0	1	15	:	5	10	15	3	0	0	7	:	1	9	2	0	1	8	:	4	6	S-N-S-S-S-S
3	At. Madrid	4	2	0	12	:	5	7	14	3	0	0	6	:	2	9	1	2	0	6	:	3	5	S-S-S-U-U-S
4	FC Sevilla	4	1	1	10	:	7	3	13	2	1	0	4	:	1	7	2	0	1	6	:	6	6	S-S-U-N-S-S
5	Eibar	4	0	2	14	:	9	5	12	2	0	1	7	:	5	6	2	0	1	7	:	4	6	N-S-S-S-N-S
6	Real Sociedad	4	0	2	8	:	7	1	12	2	0	1	4	:	3	6	2	0	1	4	:	4	6	N-S-S-N-S-S
7	Valencia	3	1	2	7	:	8	-1	10	2	0	1	4	:	5	6	1	1	1	3	:	3	4	S-S-U-N-N-S
8	Celta Vigo	3	0	3	9	:	8	1	9	2	0	1	5	:	4	6	1	0	2	4	:	4	3	N-S-N-S-N-S
9	Espanyol	3	0	3	9	:	8	1	9	2	0	1	7	:	4	6	1	0	2	2	:	4	3	N-N-S-S-S-N
10	Villarreal	2	3	1	4	:	3	1	9	1	1	1	3	:	3	4	1	2	0	1	:	0	5	S-U-U-S-N-U
11	At. Bilbao	2	2	2	6	:	9	-3	8	2	1	0	6	:	4	7	0	1	2	0	:	5	1	N-S-N-S-U-U
12	Alaves	2	2	2	7	:	11	-4	8	0	2	1	2	:	8	2	2	0	1	5	:	3	6	S-N-S-U-U-N
13	Granada	2	1	3	7	:	11	-4	7	2	1	0	6	:	2	7	0	0	3	1	:	9	0	S-N-S-N-N-U
14	Malaga	1	2	3	5	:	8	-3	5	1	0	2	2	:	4	3	0	2	1	3	:	4	2	S-U-N-U-N-N
15	Real Betis	0	4	2	3	:	7	-4	4	0	3	0	1	:	1	3	0	1	2	2	:	6	1	U-N-U-U-U-N
16	Gijon	1	1	4	8	:	13	-5	4	0	0	3	5	:	11	0	1	1	1	3	:	2	4	N-S-N-N-U-N
17	Las Palmas	1	1	4	5	:	11	-6	4	1	1	1	4	:	3	4	0	0	3	1	:	8	0	N-N-N-S-U-N
18	Deportivo	0	3	3	4	:	8	-4	3	0	2	1	1	:	2	2	0	1	2	3	:	6	1	U-N-N-N-U-U
19	Osasuna	0	2	4	8	:	15	-7	2	0	1	2	5	:	8	1	0	1	2	3	:	7	1	N-N-N-U-N-U
20	Leganes	0	2	4	3	:	10	-7	2	0	1	2	0	:	4	1	0	1	2	3	:	6	1	N-N-N-N-U-U
