Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	5	1	0	16	:	5	11	16	3	0	0	8	:	3	9	2	1	0	8	:	2	7	S-U-S-S-S-S
2	Espanyol	4	2	0	7	:	1	6	14	2	1	0	5	:	1	7	2	1	0	2	:	0	7	S-U-S-S-U-S
3	Real Sociedad	4	1	1	12	:	9	3	13	2	1	0	6	:	3	7	2	0	1	6	:	6	6	S-N-U-S-S-S
4	Barcelona	3	3	0	8	:	3	5	12	1	2	0	2	:	1	5	2	1	0	6	:	2	7	S-U-U-U-S-S
5	FC Sevilla	3	1	2	11	:	8	3	10	1	0	1	3	:	3	3	2	1	1	8	:	5	7	S-N-S-S-N-U
6	Eibar	3	1	2	7	:	6	1	10	3	1	0	6	:	2	10	0	0	2	1	:	4	0	U-N-S-S-N-S
7	Las Palmas	2	3	1	9	:	8	1	9	2	2	0	8	:	5	8	0	1	1	1	:	3	1	U-U-S-N-S-U
8	Malaga	2	3	1	12	:	12	0	9	2	1	0	8	:	6	7	0	2	1	4	:	6	2	U-U-S-U-S-N
9	At. Bilbao	2	2	2	6	:	6	0	8	2	1	0	5	:	2	7	0	1	2	1	:	4	1	N-S-N-S-U-U
10	Celta Vigo	2	2	2	11	:	12	-1	8	2	0	1	5	:	5	6	0	2	1	6	:	7	2	N-U-S-N-S-U
11	Alaves	2	2	2	5	:	6	-1	8	0	1	2	2	:	6	1	2	1	0	3	:	0	7	U-U-S-N-S-N
12	Villarreal	2	1	3	6	:	5	1	7	2	0	1	5	:	2	6	0	1	2	1	:	3	1	S-U-N-N-S-N
13	Real Betis	2	1	3	7	:	9	-2	7	2	1	1	6	:	4	7	0	0	2	1	:	5	0	S-U-N-S-N-N
14	At. Madrid	2	1	3	7	:	10	-3	7	1	1	1	4	:	5	4	1	0	2	3	:	5	3	N-U-S-N-N-S
15	Granada	1	3	2	6	:	8	-2	6	1	1	0	3	:	2	4	0	2	2	3	:	6	2	U-S-N-U-U-N
16	Deportivo	1	2	3	14	:	13	1	5	1	1	1	8	:	5	4	0	1	2	6	:	8	1	N-S-N-N-U-U
17	Leganes	1	2	3	3	:	9	-6	5	1	1	1	2	:	2	4	0	1	2	1	:	7	1	U-U-N-S-N-N
18	Gijon	1	1	4	9	:	12	-3	4	1	1	1	5	:	5	4	0	0	3	4	:	7	0	N-S-N-N-N-U
19	Valencia	0	3	3	8	:	11	-3	3	0	2	0	3	:	3	2	0	1	3	5	:	8	1	N-U-N-U-N-U
20	Osasuna	0	1	5	2	:	13	-11	1	0	0	3	0	:	7	0	0	1	2	2	:	6	1	N-N-N-N-N-U
