Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	At. Madrid	5	1	0	11	:	2	9	16	3	0	0	7	:	1	9	2	1	0	4	:	1	7	S-S-U-S-S-S
2	Barcelona	5	0	1	17	:	9	8	15	3	0	0	10	:	4	9	2	0	1	7	:	5	6	S-S-N-S-S-S
3	Real Madrid	4	1	1	17	:	9	8	13	1	1	1	6	:	4	4	3	0	0	11	:	5	9	S-N-S-U-S-S
4	At. Bilbao	4	0	2	12	:	7	5	12	2	0	1	8	:	3	6	2	0	1	4	:	4	6	S-S-N-S-S-N
5	Valencia	3	1	2	11	:	9	2	10	2	1	0	6	:	2	7	1	0	2	5	:	7	3	N-U-S-S-S-N
6	Eibar	3	1	2	9	:	7	2	10	1	1	1	4	:	3	4	2	0	1	5	:	4	6	N-N-S-S-S-U
7	Malaga	3	1	2	5	:	4	1	10	2	0	1	4	:	2	6	1	1	1	1	:	2	4	S-N-S-S-N-U
8	Espanyol	3	1	2	5	:	5	0	10	2	0	1	3	:	2	6	1	1	1	2	:	3	4	N-S-S-N-S-U
9	Villarreal	3	0	3	9	:	8	1	9	2	0	1	7	:	5	6	1	0	2	2	:	3	3	S-N-S-S-N-N
10	Real Betis	3	0	3	7	:	7	0	9	2	0	1	4	:	1	6	1	0	2	3	:	6	3	S-S-N-N-N-S
11	FC Sevilla	2	2	2	7	:	8	-1	8	2	1	0	6	:	2	7	0	1	2	1	:	6	1	S-U-S-N-U-N
12	Real Sociedad	2	1	3	7	:	7	0	7	2	1	0	5	:	2	7	0	0	3	2	:	5	0	S-N-S-N-U-N
13	Alaves	2	1	3	4	:	7	-3	7	2	0	1	3	:	2	6	0	1	2	1	:	5	1	U-S-N-N-N-S
14	Las Palmas	2	1	3	9	:	13	-4	7	2	1	0	6	:	2	7	0	0	3	3	:	11	0	U-N-S-N-N-S
15	Osasuna	2	1	3	6	:	10	-4	7	1	1	1	5	:	5	4	1	0	2	1	:	5	3	U-N-S-S-N-N
16	Celta Vigo	2	0	4	9	:	11	-2	6	1	0	3	4	:	8	3	1	0	1	5	:	3	3	N-N-S-N-N-S
17	Gijon	1	2	3	8	:	10	-2	5	1	0	2	5	:	5	3	0	2	1	3	:	5	2	U-N-N-N-U-S
18	Deportivo	1	1	4	4	:	9	-5	4	1	1	1	2	:	1	4	0	0	3	2	:	8	0	N-S-N-U-N-N
19	Leganes	0	2	4	5	:	10	-5	2	0	1	2	2	:	5	1	0	1	2	3	:	5	1	N-N-N-N-U-U
20	Granada	0	1	5	3	:	15	-12	1	0	0	3	2	:	10	0	0	1	2	1	:	5	1	N-N-N-U-N-N
