Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	3	0	0	10	:	3	7	9	2	0	0	7	:	3	6	1	0	0	3	:	0	3	S-S-S
2	FC Sevilla	2	1	0	8	:	5	3	7	2	0	0	8	:	5	6	0	1	0	0	:	0	1	S-U-S
3	Gijon	2	1	0	4	:	2	2	7	2	0	0	4	:	2	6	0	1	0	0	:	0	1	S-U-S
4	Las Palmas	2	0	1	10	:	5	5	6	1	0	0	5	:	1	3	1	0	1	5	:	4	3	N-S-S
5	Barcelona	2	0	1	8	:	4	4	6	1	0	1	7	:	4	3	1	0	0	1	:	0	3	N-S-S
6	Eibar	2	0	1	4	:	3	1	6	1	0	0	1	:	0	3	1	0	1	3	:	3	3	S-S-N
7	At. Madrid	1	2	0	5	:	1	4	5	0	1	0	1	:	1	1	1	1	0	4	:	0	4	S-U-U
8	Villarreal	1	2	0	3	:	1	2	5	0	1	0	0	:	0	1	1	1	0	3	:	1	4	S-U-U
9	Alaves	1	2	0	3	:	2	1	5	0	1	0	0	:	0	1	1	1	0	3	:	2	4	S-U-U
10	Deportivo	1	1	1	2	:	2	0	4	1	0	1	2	:	2	3	0	1	0	0	:	0	1	N-U-S
11	Leganes	1	1	1	2	:	2	0	4	0	1	0	0	:	0	1	1	0	1	2	:	2	3	N-U-S
12	Real Sociedad	1	1	1	3	:	4	-1	4	0	1	1	1	:	4	1	1	0	0	2	:	0	3	U-S-N
13	Real Betis	1	1	1	5	:	8	-3	4	0	1	0	0	:	0	1	1	0	1	5	:	8	3	S-U-N
14	At. Bilbao	1	0	2	2	:	3	-1	3	0	0	1	0	:	1	0	1	0	1	2	:	2	3	S-N-N
15	Espanyol	0	2	1	7	:	9	-2	2	0	1	0	2	:	2	1	0	1	1	5	:	7	1	U-U-N
16	Malaga	0	2	1	3	:	5	-2	2	0	1	1	1	:	3	1	0	1	0	2	:	2	1	N-U-U
17	Granada	0	1	2	3	:	8	-5	1	0	1	1	2	:	3	1	0	0	1	1	:	5	0	N-N-U
18	Osasuna	0	1	2	3	:	8	-5	1	0	0	1	0	:	2	0	0	1	1	3	:	6	1	N-N-U
19	Valencia	0	0	3	4	:	8	-4	0	0	0	2	4	:	7	0	0	0	1	0	:	1	0	N-N-N
20	Celta Vigo	0	0	3	1	:	7	-6	0	0	0	2	0	:	5	0	0	0	1	1	:	2	0	N-N-N
