Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	4	2	0	18	:	3	15	14	3	0	0	12	:	1	9	1	2	0	6	:	2	5	S-U-S-S-U-S
2	At. Madrid	4	2	0	8	:	2	6	14	3	0	0	4	:	0	9	1	2	0	4	:	2	5	S-U-U-S-S-S
3	FC Sevilla	4	1	1	15	:	8	7	13	2	1	0	6	:	2	7	2	0	1	9	:	6	6	U-N-S-S-S-S
4	Real Madrid	4	0	2	16	:	6	10	12	3	0	0	10	:	1	9	1	0	2	6	:	5	3	S-N-S-S-N-S
5	Real Sociedad	4	0	2	8	:	9	-1	12	2	0	1	4	:	6	6	2	0	1	4	:	3	6	S-N-S-S-N-S
6	Eibar	3	1	2	11	:	10	1	10	1	0	2	3	:	7	3	2	1	0	8	:	3	7	S-S-N-S-N-U
7	Espanyol	3	1	2	10	:	9	1	10	2	1	0	7	:	3	7	1	0	2	3	:	6	3	S-S-S-N-U-N
8	Valencia	3	1	2	10	:	12	-2	10	2	0	1	4	:	6	6	1	1	1	6	:	6	4	S-N-N-S-S-U
9	Alaves	2	3	1	7	:	5	2	9	1	2	0	3	:	2	5	1	1	1	4	:	3	4	S-U-U-N-U-S
10	Villarreal	2	3	1	6	:	4	2	9	1	1	1	3	:	3	4	1	2	0	3	:	1	5	U-S-N-U-U-S
11	Celta Vigo	3	0	3	8	:	8	0	9	2	0	1	5	:	5	6	1	0	2	3	:	3	3	N-S-N-S-S-N
12	At. Bilbao	2	3	1	6	:	7	-1	9	2	2	0	6	:	4	8	0	1	1	0	:	3	1	N-S-U-U-U-S
13	Deportivo	1	4	1	6	:	6	0	7	1	2	0	3	:	1	5	0	2	1	3	:	5	2	U-N-U-U-U-S
14	Las Palmas	2	1	3	5	:	9	-4	7	2	1	0	5	:	2	7	0	0	3	0	:	7	0	N-S-U-N-S-N
15	Real Betis	1	3	2	4	:	4	0	6	1	2	0	3	:	1	5	0	1	2	1	:	3	1	U-U-U-N-S-N
16	Granada	1	1	4	3	:	13	-10	4	1	1	1	2	:	3	4	0	0	3	1	:	10	0	S-N-N-U-N-N
17	Osasuna	0	3	3	10	:	14	-4	3	0	2	1	7	:	8	2	0	1	2	3	:	6	1	N-U-N-U-U-N
18	Leganes	0	3	3	3	:	9	-6	3	0	2	1	1	:	3	2	0	1	2	2	:	6	1	N-N-U-U-N-U
19	Gijon	0	1	5	6	:	13	-7	1	0	0	3	5	:	10	0	0	1	2	1	:	3	1	N-N-U-N-N-N
20	Malaga	0	1	5	4	:	13	-9	1	0	0	2	0	:	3	0	0	1	3	4	:	10	1	N-U-N-N-N-N
