Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	6	0	0	20	:	4	16	18	3	0	0	7	:	2	9	3	0	0	13	:	2	9	S-S-S-S-S-S
2	Barcelona	4	2	0	11	:	4	7	14	2	1	0	5	:	0	7	2	1	0	6	:	4	7	U-U-S-S-S-S
3	Real Sociedad	4	1	1	13	:	5	8	13	2	1	0	6	:	1	7	2	0	1	7	:	4	6	U-S-S-S-S-N
4	FC Sevilla	4	1	1	11	:	8	3	13	2	0	1	4	:	3	6	2	1	0	7	:	5	7	S-S-N-U-S-S
5	Espanyol	3	3	0	8	:	3	5	12	1	2	0	6	:	3	5	2	1	0	2	:	0	7	S-S-U-S-U-U
6	Malaga	3	2	1	14	:	10	4	11	3	0	0	11	:	5	9	0	2	1	3	:	5	2	S-U-S-N-S-U
7	Eibar	3	1	2	11	:	9	2	10	3	0	1	8	:	5	9	0	1	1	3	:	4	1	S-S-N-S-U-N
8	Celta Vigo	3	1	2	12	:	12	0	10	3	0	0	9	:	3	9	0	1	2	3	:	9	1	S-N-S-U-S-N
9	At. Madrid	3	0	3	14	:	9	5	9	2	0	1	11	:	6	6	1	0	2	3	:	3	3	S-N-N-S-N-S
10	Villarreal	3	0	3	10	:	6	4	9	3	0	1	9	:	3	9	0	0	2	1	:	3	0	N-N-S-N-S-S
11	Las Palmas	2	2	2	8	:	8	0	8	2	2	0	7	:	4	8	0	0	2	1	:	4	0	S-N-S-U-N-U
12	At. Bilbao	2	2	2	7	:	8	-1	8	2	1	0	5	:	3	7	0	1	2	2	:	5	1	N-S-U-U-N-S
13	Alaves	2	1	3	5	:	9	-4	7	0	1	2	2	:	6	1	2	0	1	3	:	3	6	S-N-S-N-N-U
14	Real Betis	2	0	4	6	:	13	-7	6	1	0	2	3	:	7	3	1	0	2	3	:	6	3	N-S-N-N-S-N
15	Valencia	1	2	3	8	:	10	-2	5	0	1	1	3	:	4	1	1	1	2	5	:	6	4	N-U-N-U-N-S
16	Osasuna	1	1	4	5	:	11	-6	4	0	0	3	1	:	6	0	1	1	1	4	:	5	4	N-N-N-U-N-S
17	Granada	0	3	3	4	:	13	-9	3	0	2	0	1	:	1	2	0	1	3	3	:	12	1	N-U-U-N-U-N
18	Leganes	1	0	5	4	:	15	-11	3	1	0	2	4	:	5	3	0	0	3	0	:	10	0	N-S-N-N-N-N
19	Gijon	0	2	4	6	:	11	-5	2	0	1	2	3	:	6	1	0	1	2	3	:	5	1	N-N-N-U-U-N
20	Deportivo	0	2	4	8	:	17	-9	2	0	1	1	3	:	4	1	0	1	3	5	:	13	1	N-N-U-U-N-N
