Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	5	1	0	19	:	4	15	16	2	1	0	6	:	2	7	3	0	0	13	:	2	9	S-S-S-S-S-U
2	Real Sociedad	5	0	1	13	:	4	9	15	3	0	0	6	:	0	9	2	0	1	7	:	4	6	S-S-S-S-N-S
3	Barcelona	4	1	1	13	:	7	6	13	2	1	0	5	:	0	7	2	0	1	8	:	7	6	U-S-S-S-S-N
4	FC Sevilla	4	1	1	11	:	8	3	13	2	0	1	4	:	3	6	2	1	0	7	:	5	7	S-N-U-S-S-S
5	Malaga	3	2	1	12	:	8	4	11	3	0	0	9	:	3	9	0	2	1	3	:	5	2	U-S-N-S-U-S
6	Villarreal	3	1	2	10	:	4	6	10	3	0	0	9	:	1	9	0	1	2	1	:	3	1	N-S-N-S-S-U
7	Espanyol	2	4	0	5	:	3	2	10	0	3	0	3	:	3	3	2	1	0	2	:	0	7	S-U-S-U-U-U
8	Celta Vigo	3	1	2	13	:	14	-1	10	3	0	0	10	:	5	9	0	1	2	3	:	9	1	N-S-U-S-N-S
9	At. Madrid	3	0	3	13	:	9	4	9	2	0	1	11	:	6	6	1	0	2	2	:	3	3	N-N-S-N-S-S
10	Eibar	2	2	2	9	:	9	0	8	2	0	1	5	:	4	6	0	2	1	4	:	5	2	S-N-S-U-N-U
11	At. Bilbao	2	2	2	7	:	7	0	8	2	1	0	5	:	3	7	0	1	2	2	:	4	1	S-U-U-N-S-N
12	Las Palmas	1	3	2	7	:	9	-2	6	1	2	0	4	:	3	5	0	1	2	3	:	6	1	N-S-U-N-U-U
13	Real Betis	2	0	4	5	:	11	-6	6	1	0	2	3	:	7	3	1	0	2	2	:	4	3	S-N-N-S-N-N
14	Leganes	2	0	4	5	:	12	-7	6	1	0	2	4	:	5	3	1	0	2	1	:	7	3	S-N-N-N-N-S
15	Osasuna	1	2	3	7	:	10	-3	5	0	1	2	3	:	5	1	1	1	1	4	:	5	4	N-N-U-N-S-U
16	Valencia	1	2	3	7	:	10	-3	5	0	1	2	3	:	6	1	1	1	1	4	:	4	4	U-N-U-N-S-N
17	Deportivo	1	2	3	7	:	14	-7	5	1	1	1	5	:	5	4	0	1	2	2	:	9	1	N-U-U-N-N-S
18	Alaves	1	1	4	4	:	11	-7	4	0	1	2	2	:	6	1	1	0	2	2	:	5	3	N-S-N-N-U-N
19	Granada	0	3	3	3	:	11	-8	3	0	2	1	1	:	2	2	0	1	2	2	:	9	1	U-U-N-U-N-N
20	Gijon	0	2	4	6	:	11	-5	2	0	1	2	3	:	6	1	0	1	2	3	:	5	1	N-N-U-U-N-N
