Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	1	0	18	:	3	15	16	2	0	0	5	:	1	6	3	1	0	13	:	2	10	S-S-S-S-U-S
2	Real Madrid	5	0	1	16	:	6	10	15	2	0	0	5	:	0	6	3	0	1	11	:	6	9	S-S-N-S-S-S
3	FC Sevilla	4	1	1	10	:	7	3	13	1	1	0	2	:	0	4	3	0	1	8	:	7	9	S-S-S-U-N-S
4	Eibar	4	0	2	14	:	7	7	12	3	0	1	10	:	5	9	1	0	1	4	:	2	3	S-N-S-S-S-N
5	Espanyol	4	0	2	11	:	6	5	12	3	0	1	10	:	4	9	1	0	1	1	:	2	3	S-N-N-S-S-S
6	Real Sociedad	4	0	2	7	:	7	0	12	2	0	1	4	:	3	6	2	0	1	3	:	4	6	S-N-S-S-N-S
7	At. Madrid	3	2	1	12	:	7	5	11	2	0	1	6	:	4	6	1	2	0	6	:	3	5	N-S-S-S-U-U
8	Alaves	3	2	1	9	:	11	-2	11	1	2	1	4	:	9	5	2	0	0	5	:	2	6	S-S-N-S-U-U
9	At. Bilbao	3	1	2	9	:	10	-1	10	3	1	0	9	:	5	10	0	0	2	0	:	5	0	S-N-S-N-S-U
10	Villarreal	2	2	2	6	:	6	0	8	1	1	2	5	:	6	4	1	1	0	1	:	0	4	N-S-U-U-S-N
11	Celta Vigo	2	1	3	9	:	9	0	7	1	0	1	4	:	4	3	1	1	2	5	:	5	4	N-U-S-N-S-N
12	Valencia	2	1	3	6	:	10	-4	7	2	0	1	4	:	5	6	0	1	2	2	:	5	1	N-S-S-U-N-N
13	Granada	2	0	4	7	:	13	-6	6	2	0	0	5	:	1	6	0	0	4	2	:	12	0	N-S-N-S-N-N
14	Gijon	1	2	3	7	:	11	-4	5	0	1	2	4	:	9	1	1	1	1	3	:	2	4	U-N-S-N-N-U
15	Malaga	1	2	3	5	:	9	-4	5	1	0	1	2	:	2	3	0	2	2	3	:	7	2	N-S-U-N-U-N
16	Las Palmas	1	1	4	5	:	7	-2	4	1	1	2	4	:	4	4	0	0	2	1	:	3	0	N-N-N-N-S-U
17	Leganes	1	1	4	7	:	10	-3	4	1	0	2	4	:	4	3	0	1	2	3	:	6	1	S-N-N-N-N-U
18	Real Betis	0	4	2	4	:	8	-4	4	0	3	1	2	:	3	3	0	1	1	2	:	5	1	U-N-N-U-U-U
19	Deportivo	0	2	4	4	:	12	-8	2	0	1	1	1	:	2	1	0	1	3	3	:	10	1	U-N-N-N-N-U
20	Osasuna	0	1	5	7	:	17	-10	1	0	1	2	5	:	8	1	0	0	3	2	:	9	0	N-N-N-N-U-N
