Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	1	0	20	:	4	16	16	3	0	0	11	:	2	9	2	1	0	9	:	2	7	S-S-S-S-S-U
2	Eibar	4	1	1	16	:	5	11	13	3	0	0	10	:	1	9	1	1	1	6	:	4	4	U-S-N-S-S-S
3	Real Madrid	4	1	1	16	:	9	7	13	1	1	0	5	:	3	4	3	0	1	11	:	6	9	S-U-S-N-S-S
4	FC Sevilla	4	1	1	7	:	4	3	13	2	1	0	3	:	0	7	2	0	1	4	:	4	6	S-S-S-S-U-N
5	At. Madrid	3	2	1	11	:	6	5	11	2	0	1	6	:	4	6	1	2	0	5	:	2	5	U-N-S-S-S-U
6	Villarreal	3	2	1	10	:	5	5	11	1	1	1	5	:	4	4	2	1	0	5	:	1	7	S-N-S-U-U-S
7	Espanyol	3	1	2	10	:	7	3	10	2	0	1	7	:	3	6	1	1	1	3	:	4	4	U-S-N-N-S-S
8	Real Sociedad	3	1	2	8	:	9	-1	10	1	1	1	5	:	5	4	2	0	1	3	:	4	6	U-S-N-S-S-N
9	Valencia	3	1	2	6	:	7	-1	10	3	0	1	5	:	5	9	0	1	1	1	:	2	1	S-N-S-S-U-N
10	Alaves	3	1	2	8	:	11	-3	10	1	1	1	2	:	7	4	2	0	1	6	:	4	6	N-S-S-N-S-U
11	At. Bilbao	3	0	3	7	:	9	-2	9	3	0	0	7	:	3	9	0	0	3	0	:	6	0	N-S-N-S-N-S
12	Granada	3	0	3	8	:	11	-3	9	3	0	0	7	:	2	9	0	0	3	1	:	9	0	S-N-S-N-S-N
13	Celta Vigo	2	2	2	11	:	10	1	8	1	1	1	6	:	6	4	1	1	1	5	:	4	4	N-U-U-S-N-S
14	Real Betis	1	3	2	6	:	9	-3	6	0	2	1	2	:	3	2	1	1	1	4	:	6	4	U-S-N-N-U-U
15	Malaga	1	2	3	5	:	9	-4	5	1	0	2	3	:	4	3	0	2	1	2	:	5	2	N-N-S-U-N-U
16	Las Palmas	1	1	4	7	:	9	-2	4	1	0	2	3	:	3	3	0	1	2	4	:	6	1	U-N-N-N-N-S
17	Gijon	1	1	4	8	:	17	-9	4	0	1	2	4	:	9	1	1	0	2	4	:	8	3	N-U-N-S-N-N
18	Leganes	1	0	5	5	:	9	-4	3	1	0	2	4	:	4	3	0	0	3	1	:	5	0	N-S-N-N-N-N
19	Deportivo	0	2	4	4	:	12	-8	2	0	2	1	2	:	3	2	0	0	3	2	:	9	0	U-U-N-N-N-N
20	Osasuna	0	1	5	5	:	17	-12	1	0	1	2	3	:	8	1	0	0	3	2	:	9	0	N-N-N-N-N-U
