Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	0	1	20	:	8	12	15	3	0	0	13	:	3	9	2	0	1	7	:	5	6	S-S-S-N-S-S
2	At. Bilbao	5	0	1	13	:	6	7	15	3	0	0	9	:	2	9	2	0	1	4	:	4	6	S-S-S-N-S-S
3	Real Madrid	4	1	1	20	:	11	9	13	0	1	1	3	:	4	1	4	0	0	17	:	7	12	S-S-N-S-U-S
4	At. Madrid	4	1	1	8	:	2	6	13	2	0	1	4	:	1	6	2	1	0	4	:	1	7	N-S-S-U-S-S
5	Villarreal	4	0	2	10	:	7	3	12	2	0	1	7	:	5	6	2	0	1	3	:	2	6	S-S-N-S-S-N
6	Malaga	4	0	2	7	:	4	3	12	2	0	1	4	:	2	6	2	0	1	3	:	2	6	S-S-N-S-S-N
7	FC Sevilla	3	2	1	8	:	6	2	11	3	1	0	8	:	3	10	0	1	1	0	:	3	1	S-S-U-S-N-U
8	Valencia	3	1	2	11	:	8	3	10	2	1	1	8	:	5	7	1	0	1	3	:	3	3	N-N-U-S-S-S
9	Real Sociedad	3	1	2	10	:	8	2	10	2	1	0	5	:	2	7	1	0	2	5	:	6	3	S-S-N-S-N-U
10	Eibar	3	1	2	8	:	6	2	10	1	0	1	3	:	2	3	2	1	1	5	:	4	7	U-N-N-S-S-S
11	Espanyol	3	1	2	5	:	5	0	10	2	0	1	3	:	2	6	1	1	1	2	:	3	4	U-N-S-S-N-S
12	Osasuna	2	1	3	7	:	15	-8	7	1	1	1	5	:	5	4	1	0	2	2	:	10	3	N-U-N-S-S-N
13	Real Betis	2	0	4	6	:	9	-3	6	1	0	1	2	:	1	3	1	0	3	4	:	8	3	N-S-S-N-N-N
14	Alaves	1	2	3	3	:	7	-4	5	1	1	1	2	:	2	4	0	1	2	1	:	5	1	U-U-S-N-N-N
15	Leganes	1	1	4	8	:	10	-2	4	1	0	2	5	:	5	3	0	1	2	3	:	5	1	S-N-N-N-N-U
16	Las Palmas	1	1	4	8	:	16	-8	4	1	1	0	5	:	2	4	0	0	4	3	:	14	0	N-U-N-S-N-N
17	Deportivo	1	1	4	6	:	14	-8	4	1	1	1	4	:	6	4	0	0	3	2	:	8	0	N-N-S-N-U-N
18	Gijon	0	3	3	6	:	10	-4	3	0	1	2	3	:	5	1	0	2	1	3	:	5	2	U-U-N-N-N-U
19	Celta Vigo	1	0	5	7	:	12	-5	3	0	0	3	1	:	7	0	1	0	2	6	:	5	3	N-N-N-S-N-N
20	Granada	0	1	5	2	:	14	-12	1	0	0	4	2	:	12	0	0	1	1	0	:	2	1	N-N-N-N-U-N
