Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	6	0	0	19	:	6	13	18	2	0	0	5	:	1	6	4	0	0	14	:	5	12	S-S-S-S-S-S
2	At. Madrid	5	1	0	11	:	2	9	16	3	0	0	7	:	1	9	2	1	0	4	:	1	7	S-S-S-S-S-U
3	Barcelona	5	0	1	23	:	6	17	15	4	0	0	18	:	3	12	1	0	1	5	:	3	3	S-S-S-N-S-S
4	Villarreal	4	0	2	10	:	5	5	12	1	0	1	4	:	3	3	3	0	1	6	:	2	9	S-N-N-S-S-S
5	At. Bilbao	4	0	2	8	:	4	4	12	2	0	1	4	:	2	6	2	0	1	4	:	2	6	S-S-N-S-S-N
6	Valencia	3	1	2	10	:	10	0	10	3	1	0	8	:	3	10	0	0	2	2	:	7	0	S-S-N-U-N-S
7	Eibar	2	3	1	11	:	11	0	9	1	1	1	5	:	6	4	1	2	0	6	:	5	5	S-S-U-U-N-U
8	Espanyol	2	2	2	9	:	11	-2	8	2	0	0	6	:	4	6	0	2	2	3	:	7	2	N-S-U-S-N-U
9	Deportivo	2	2	2	4	:	6	-2	8	1	2	1	3	:	3	5	1	0	1	1	:	3	3	U-N-N-S-U-S
10	Las Palmas	2	1	3	14	:	15	-1	7	2	0	0	6	:	2	6	0	1	3	8	:	13	1	N-N-S-N-S-U
11	Alaves	2	1	3	5	:	8	-3	7	1	1	1	2	:	2	4	1	0	2	3	:	6	3	N-N-S-S-U-N
12	Leganes	1	3	2	5	:	7	-2	6	1	1	1	3	:	4	4	0	2	1	2	:	3	2	N-U-U-U-S-N
13	FC Sevilla	1	3	2	4	:	8	-4	6	1	2	0	2	:	1	5	0	1	2	2	:	7	1	N-U-N-U-U-S
14	Celta Vigo	2	0	4	7	:	14	-7	6	1	0	2	4	:	6	3	1	0	2	3	:	8	3	N-N-S-S-N-N
15	Real Sociedad	1	2	3	6	:	9	-3	5	0	2	1	3	:	5	2	1	0	2	3	:	4	3	N-U-N-N-S-U
16	Gijon	1	2	3	5	:	10	-5	5	1	0	2	3	:	3	3	0	2	1	2	:	7	2	N-U-S-U-N-N
17	Real Betis	1	1	4	7	:	9	-2	4	1	0	2	4	:	4	3	0	1	2	3	:	5	1	N-N-S-N-U-N
18	Malaga	1	1	4	3	:	7	-4	4	0	0	3	2	:	6	0	1	1	1	1	:	1	4	S-N-U-N-N-N
19	Granada	1	1	4	4	:	10	-6	4	1	0	2	3	:	6	3	0	1	2	1	:	4	1	U-N-N-N-N-S
20	Osasuna	1	1	4	6	:	14	-8	4	0	1	2	3	:	7	1	1	0	2	3	:	7	3	S-N-N-U-N-N
