Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	4	2	0	20	:	2	18	14	2	0	0	8	:	0	6	2	2	0	12	:	2	8	S-S-U-S-S-U
2	At. Madrid	4	2	0	10	:	4	6	14	3	0	0	6	:	2	9	1	2	0	4	:	2	5	S-S-U-U-S-S
3	FC Sevilla	4	1	1	12	:	7	5	13	1	1	0	2	:	1	4	3	0	1	10	:	6	9	S-U-N-S-S-S
4	Real Madrid	4	0	2	14	:	7	7	12	2	0	0	5	:	1	6	2	0	2	9	:	6	6	S-N-S-S-S-N
5	Eibar	4	0	2	14	:	9	5	12	2	0	2	7	:	7	6	2	0	0	7	:	2	6	S-S-S-N-S-N
6	Real Sociedad	4	0	2	8	:	10	-2	12	2	0	1	4	:	6	6	2	0	1	4	:	4	6	S-S-N-S-S-N
7	Espanyol	3	1	2	10	:	7	3	10	2	1	1	8	:	5	7	1	0	1	2	:	2	3	N-S-S-S-N-U
8	Valencia	3	1	2	7	:	9	-2	10	2	0	1	4	:	6	6	1	1	1	3	:	3	4	S-U-N-N-S-S
9	Celta Vigo	3	0	3	9	:	9	0	9	2	0	1	5	:	5	6	1	0	2	4	:	4	3	N-N-S-N-S-S
10	At. Bilbao	2	3	1	6	:	7	-1	9	2	2	0	6	:	4	8	0	1	1	0	:	3	1	S-N-S-U-U-U
11	Real Betis	1	4	1	4	:	3	1	7	1	3	0	3	:	1	6	0	1	1	1	:	2	1	U-U-U-U-N-S
12	Villarreal	1	4	1	4	:	4	0	7	1	2	1	4	:	4	5	0	2	0	0	:	0	2	U-U-S-N-U-U
13	Las Palmas	2	1	3	5	:	9	-4	7	2	1	1	5	:	3	7	0	0	2	0	:	6	0	N-N-S-U-N-S
14	Alaves	1	3	2	6	:	11	-5	6	0	2	1	2	:	8	2	1	1	1	4	:	3	4	N-S-U-U-N-U
15	Gijon	1	1	4	7	:	10	-3	4	0	0	2	4	:	7	0	1	1	2	3	:	3	4	S-N-N-U-N-N
16	Deportivo	0	4	2	5	:	8	-3	4	0	2	0	1	:	1	2	0	2	2	4	:	7	2	U-N-N-U-U-U
17	Granada	1	1	4	3	:	15	-12	4	1	1	0	2	:	1	4	0	0	4	1	:	14	0	N-S-N-N-U-N
18	Osasuna	0	3	3	11	:	15	-4	3	0	2	2	8	:	11	2	0	1	1	3	:	4	1	N-N-U-N-U-U
19	Malaga	0	2	4	4	:	10	-6	2	0	0	2	0	:	3	0	0	2	2	4	:	7	2	U-N-U-N-N-N
20	Leganes	0	2	4	2	:	10	-8	2	0	1	2	0	:	4	1	0	1	2	2	:	6	1	N-N-N-U-U-N
