Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	5	1	0	17	:	7	10	16	1	1	0	4	:	1	4	4	0	0	13	:	6	12	S-S-U-S-S-S
2	At. Madrid	5	1	0	11	:	2	9	16	3	0	0	7	:	1	9	2	1	0	4	:	1	7	S-U-S-S-S-S
3	Espanyol	4	1	1	9	:	7	2	13	3	0	0	7	:	4	9	1	1	1	2	:	3	4	S-S-N-S-U-S
4	Barcelona	4	0	2	15	:	9	6	12	3	0	0	10	:	4	9	1	0	2	5	:	5	3	S-N-S-S-S-N
5	At. Bilbao	4	0	2	13	:	7	6	12	2	0	1	8	:	3	6	2	0	1	5	:	4	6	S-N-S-S-N-S
6	Valencia	3	2	1	12	:	8	4	11	2	2	0	7	:	3	8	1	0	1	5	:	5	3	U-S-S-S-N-U
7	Eibar	3	2	1	10	:	7	3	11	1	1	0	4	:	2	4	2	1	1	6	:	5	7	N-S-S-S-U-U
8	Villarreal	3	0	3	8	:	7	1	9	1	0	1	5	:	4	3	2	0	2	3	:	3	6	N-S-S-N-N-S
9	Celta Vigo	3	0	3	10	:	10	0	9	1	0	2	4	:	7	3	2	0	1	6	:	3	6	N-S-N-N-S-S
10	Alaves	3	0	3	5	:	7	-2	9	2	0	1	3	:	2	6	1	0	2	2	:	5	3	S-N-N-N-S-S
11	Malaga	2	1	3	4	:	6	-2	7	1	0	2	3	:	4	3	1	1	1	1	:	2	4	N-S-S-N-U-N
12	Deportivo	2	1	3	6	:	9	-3	7	2	1	1	4	:	2	7	0	0	2	2	:	7	0	S-N-U-N-N-S
13	Osasuna	2	1	3	5	:	9	-4	7	1	1	1	4	:	4	4	1	0	2	1	:	5	3	N-S-S-N-N-U
14	Real Betis	2	0	4	7	:	9	-2	6	2	0	1	4	:	1	6	0	0	3	3	:	8	0	S-N-N-N-S-N
15	FC Sevilla	1	3	2	6	:	9	-3	6	1	2	0	5	:	3	5	0	1	2	1	:	6	1	U-S-N-U-N-U
16	Las Palmas	2	0	4	11	:	16	-5	6	2	0	0	5	:	1	6	0	0	4	6	:	15	0	N-S-N-N-S-N
17	Gijon	1	2	3	7	:	9	-2	5	1	0	2	5	:	5	3	0	2	1	2	:	4	2	N-N-N-U-S-U
18	Real Sociedad	1	1	4	6	:	9	-3	4	1	1	1	4	:	4	4	0	0	3	2	:	5	0	N-S-N-U-N-N
19	Leganes	0	3	3	5	:	9	-4	3	0	1	2	2	:	5	1	0	2	1	3	:	4	2	N-N-N-U-U-U
20	Granada	0	1	5	3	:	14	-11	1	0	0	4	2	:	11	0	0	1	1	1	:	3	1	N-N-U-N-N-N
