Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	5	1	0	15	:	4	11	16	3	0	0	7	:	2	9	2	1	0	8	:	2	7	U-S-S-S-S-S
2	Real Sociedad	4	1	1	12	:	7	5	13	2	1	0	6	:	1	7	2	0	1	6	:	6	6	N-U-S-S-S-S
3	Espanyol	3	3	0	8	:	3	5	12	1	2	0	6	:	3	5	2	1	0	2	:	0	7	U-S-S-U-S-U
4	Barcelona	3	3	0	8	:	5	3	12	1	2	0	2	:	1	5	2	1	0	6	:	4	7	U-U-U-S-S-S
5	Celta Vigo	3	2	1	15	:	10	5	11	3	0	0	9	:	3	9	0	2	1	6	:	7	2	U-S-N-S-U-S
6	Malaga	3	2	1	15	:	11	4	11	3	0	0	11	:	5	9	0	2	1	4	:	6	2	U-S-U-S-N-S
7	Eibar	3	1	2	10	:	9	1	10	3	0	0	6	:	2	9	0	1	2	4	:	7	1	N-S-S-N-S-U
8	FC Sevilla	3	1	2	9	:	8	1	10	2	0	1	4	:	3	6	1	1	1	5	:	5	4	N-S-S-N-U-S
9	Las Palmas	2	2	2	9	:	9	0	8	2	1	0	7	:	4	7	0	1	2	2	:	5	1	U-S-N-S-U-N
10	At. Bilbao	2	2	2	7	:	7	0	8	2	1	0	5	:	2	7	0	1	2	2	:	5	1	S-N-S-U-U-N
11	At. Madrid	2	1	3	7	:	8	-1	7	1	1	1	4	:	5	4	1	0	2	3	:	3	3	U-S-N-N-S-N
12	Villarreal	2	1	3	5	:	6	-1	7	2	0	1	4	:	3	6	0	1	2	1	:	3	1	U-N-N-S-N-S
13	Real Betis	2	1	3	8	:	10	-2	7	1	1	1	5	:	4	4	1	0	2	3	:	6	3	U-N-S-N-N-S
14	Alaves	2	1	3	5	:	9	-4	7	0	1	2	2	:	6	1	2	0	1	3	:	3	6	U-S-N-S-N-N
15	Granada	1	3	2	5	:	7	-2	6	1	2	0	3	:	2	5	0	1	2	2	:	5	1	S-N-U-U-N-U
16	Deportivo	1	2	3	13	:	14	-1	5	1	1	1	8	:	5	4	0	1	2	5	:	9	1	S-N-N-U-U-N
17	Gijon	1	2	3	8	:	10	-2	5	1	1	1	5	:	5	4	0	1	2	3	:	5	1	S-N-N-N-U-U
18	Leganes	1	1	4	2	:	12	-10	4	1	1	1	2	:	2	4	0	0	3	0	:	10	0	U-N-S-N-N-N
19	Valencia	0	3	3	8	:	11	-3	3	0	2	1	5	:	6	2	0	1	2	3	:	5	1	U-N-U-N-U-N
20	Osasuna	0	1	5	3	:	12	-9	1	0	0	3	1	:	6	0	0	1	2	2	:	6	1	N-N-N-N-U-N
