Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	At. Madrid	5	1	0	20	:	2	18	16	3	0	0	13	:	1	9	2	1	0	7	:	1	7	S-S-S-U-S-S
2	At. Bilbao	5	0	1	12	:	7	5	15	3	0	0	8	:	4	9	2	0	1	4	:	3	6	S-N-S-S-S-S
3	Villarreal	4	2	0	13	:	3	10	14	3	0	0	10	:	2	9	1	2	0	3	:	1	5	S-U-S-U-S-S
4	FC Sevilla	4	1	1	10	:	8	2	13	3	0	0	5	:	2	9	1	1	1	5	:	6	4	S-S-N-S-U-S
5	Real Madrid	3	3	0	17	:	7	10	12	1	2	0	7	:	4	5	2	1	0	10	:	3	7	S-U-U-U-S-S
6	Barcelona	3	1	2	19	:	8	11	10	1	1	1	6	:	3	4	2	0	1	13	:	5	6	S-N-S-U-S-N
7	Celta Vigo	3	1	2	8	:	13	-5	10	2	0	1	6	:	8	6	1	1	1	2	:	5	4	N-S-S-S-U-N
8	Valencia	3	0	3	9	:	10	-1	9	1	0	2	4	:	6	3	2	0	1	5	:	4	6	S-N-S-S-N-N
9	Eibar	2	2	2	9	:	8	1	8	1	1	1	5	:	4	4	1	1	1	4	:	4	4	N-U-S-N-U-S
10	Alaves	2	2	2	8	:	7	1	8	1	2	0	4	:	2	5	1	0	2	4	:	5	3	U-N-S-N-U-S
11	Real Sociedad	2	1	3	9	:	9	0	7	2	1	0	6	:	2	7	0	0	3	3	:	7	0	N-S-N-S-N-U
12	Malaga	2	1	3	5	:	7	-2	7	2	0	1	4	:	4	6	0	1	2	1	:	3	1	U-S-N-S-N-N
13	Real Betis	2	1	3	7	:	12	-5	7	1	1	1	4	:	8	4	1	0	2	3	:	4	3	N-N-S-N-U-S
14	Las Palmas	1	3	2	7	:	10	-3	6	1	2	0	3	:	2	5	0	1	2	4	:	8	1	U-U-U-N-S-N
15	Espanyol	1	3	2	3	:	6	-3	6	0	1	2	0	:	4	1	1	2	0	3	:	2	5	U-U-N-S-N-U
16	Leganes	2	0	4	8	:	13	-5	6	0	0	3	4	:	10	0	2	0	1	4	:	3	6	N-S-N-S-N-N
17	Osasuna	1	2	3	9	:	14	-5	5	0	2	1	3	:	4	2	1	0	2	6	:	10	3	S-U-N-N-U-N
18	Deportivo	1	1	4	3	:	9	-6	4	1	0	2	3	:	4	3	0	1	2	0	:	5	1	N-S-N-N-U-N
19	Gijon	1	0	5	5	:	17	-12	3	1	0	2	3	:	8	3	0	0	3	2	:	9	0	N-N-N-N-N-S
20	Granada	0	1	5	6	:	17	-11	1	0	0	3	2	:	5	0	0	1	2	4	:	12	1	N-N-N-N-U-N
