Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	FC Sevilla	5	0	1	18	:	8	10	15	2	0	0	6	:	2	6	3	0	1	12	:	6	9	N-S-S-S-S-S
2	Barcelona	4	2	0	18	:	3	15	14	2	0	0	9	:	1	6	2	2	0	9	:	2	8	U-S-S-U-S-S
3	Real Madrid	4	0	2	15	:	7	8	12	4	0	0	13	:	3	12	0	0	2	2	:	4	0	N-S-S-N-S-S
4	Real Sociedad	4	0	2	8	:	9	-1	12	2	0	1	4	:	6	6	2	0	1	4	:	3	6	N-S-S-N-S-S
5	Villarreal	3	2	1	9	:	4	5	11	2	1	1	6	:	3	7	1	1	0	3	:	1	4	S-N-U-U-S-S
6	At. Madrid	3	2	1	6	:	5	1	11	2	0	0	2	:	0	6	1	2	1	4	:	5	5	U-U-S-S-S-N
7	Valencia	3	1	2	12	:	11	1	10	2	0	0	4	:	2	6	1	1	2	8	:	9	4	S-N-S-S-U-N
8	Espanyol	3	1	2	11	:	10	1	10	3	1	0	9	:	4	10	0	0	2	2	:	6	0	S-S-N-U-N-S
9	At. Bilbao	2	3	1	6	:	5	1	9	2	2	0	6	:	4	8	0	1	1	0	:	1	1	S-U-U-U-S-N
10	Celta Vigo	3	0	3	7	:	7	0	9	2	0	1	4	:	4	6	1	0	2	3	:	3	3	S-N-S-S-N-N
11	Real Betis	2	2	2	4	:	3	1	8	2	2	0	4	:	1	8	0	0	2	0	:	2	0	U-U-N-S-N-S
12	Eibar	2	2	2	7	:	10	-3	8	1	1	2	3	:	7	4	1	1	0	4	:	3	4	S-N-S-N-U-U
13	Las Palmas	2	2	2	6	:	9	-3	8	2	2	0	6	:	3	8	0	0	2	0	:	6	0	S-U-N-S-N-U
14	Alaves	1	4	1	3	:	3	0	7	1	2	0	3	:	2	5	0	2	1	0	:	1	2	U-U-N-U-S-U
15	Deportivo	1	3	2	7	:	8	-1	6	1	1	0	2	:	0	4	0	2	2	5	:	8	2	N-U-U-U-S-N
16	Leganes	0	4	2	4	:	8	-4	4	0	2	1	1	:	3	2	0	2	1	3	:	5	2	N-U-U-N-U-U
17	Osasuna	0	3	3	8	:	14	-6	3	0	2	2	7	:	11	2	0	1	1	1	:	3	1	U-N-U-U-N-N
18	Malaga	0	2	4	5	:	13	-8	2	0	1	1	1	:	3	1	0	1	3	4	:	10	1	U-N-N-N-N-U
19	Granada	0	2	4	3	:	14	-11	2	0	1	1	1	:	3	1	0	1	3	2	:	11	1	N-N-U-N-N-U
20	Gijon	0	1	5	5	:	11	-6	1	0	0	2	3	:	6	0	0	1	3	2	:	5	1	N-U-N-N-N-N
