Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	4	1	0	13	:	4	9	13	2	1	0	8	:	4	7	2	0	0	5	:	0	6	U-S-S-S-S
2	FC Sevilla	3	2	0	10	:	6	4	11	3	0	0	9	:	5	9	0	2	0	1	:	1	2	S-U-S-U-S
3	Barcelona	3	1	1	14	:	6	8	10	1	1	1	8	:	5	4	2	0	0	6	:	1	6	U-S-N-S-S
4	At. Madrid	2	3	0	11	:	2	9	9	1	1	0	6	:	1	4	1	2	0	5	:	1	5	U-S-S-U-U
5	Las Palmas	3	0	2	12	:	9	3	9	2	0	0	6	:	1	6	1	0	2	6	:	8	3	N-S-N-S-S
6	Villarreal	2	3	0	6	:	3	3	9	1	1	0	2	:	1	4	1	2	0	4	:	2	5	U-S-S-U-U
7	At. Bilbao	3	0	2	6	:	5	1	9	1	0	1	2	:	2	3	2	0	1	4	:	3	6	S-S-S-N-N
8	Real Sociedad	2	1	2	8	:	7	1	7	1	1	1	5	:	5	4	1	0	1	3	:	2	3	S-N-U-S-N
9	Eibar	2	1	2	6	:	6	0	7	1	1	0	2	:	1	4	1	0	2	4	:	5	3	N-U-S-S-N
10	Leganes	2	1	2	5	:	8	-3	7	0	1	1	1	:	5	1	2	0	1	4	:	3	6	S-N-N-U-S
11	Gijon	2	1	2	5	:	9	-4	7	2	0	0	4	:	2	6	0	1	2	1	:	7	1	N-N-S-U-S
12	Alaves	1	3	1	4	:	4	0	6	0	2	0	0	:	0	2	1	1	1	4	:	4	4	N-U-S-U-U
13	Deportivo	1	2	2	3	:	4	-1	5	1	0	2	3	:	4	3	0	2	0	0	:	0	2	N-U-N-U-S
14	Malaga	1	2	2	5	:	7	-2	5	1	1	1	3	:	4	4	0	1	1	2	:	3	1	S-N-N-U-U
15	Espanyol	1	2	2	9	:	12	-3	5	0	1	1	2	:	4	1	1	1	1	7	:	8	4	S-N-U-U-N
16	Real Betis	1	2	2	7	:	11	-4	5	0	2	0	2	:	2	2	1	0	2	5	:	9	3	N-U-S-U-N
17	Celta Vigo	1	1	3	3	:	8	-5	4	1	0	2	2	:	6	3	0	1	1	1	:	2	1	S-U-N-N-N
18	Valencia	1	0	4	7	:	11	-4	3	1	0	2	6	:	8	3	0	0	2	1	:	3	0	S-N-N-N-N
19	Granada	0	2	3	6	:	12	-6	2	0	1	2	3	:	5	1	0	1	1	3	:	7	1	N-U-N-N-U
20	Osasuna	0	2	3	4	:	10	-6	2	0	1	2	1	:	4	1	0	1	1	3	:	6	1	N-U-N-N-U
