Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	6	0	0	21	:	2	19	18	3	0	0	14	:	1	9	3	0	0	7	:	1	9	S-S-S-S-S-S
2	FC Sevilla	5	0	1	8	:	2	6	15	3	0	0	6	:	0	9	2	0	1	2	:	2	6	S-N-S-S-S-S
3	At. Madrid	4	2	0	10	:	2	8	14	2	0	0	3	:	0	6	2	2	0	7	:	2	8	U-S-S-S-U-S
4	Real Betis	4	1	1	14	:	9	5	13	3	0	0	8	:	2	9	1	1	1	6	:	7	4	U-S-S-S-N-S
5	Valencia	3	3	0	14	:	7	7	12	2	1	0	8	:	2	7	1	2	0	6	:	5	5	S-S-S-U-U-U
6	Real Madrid	3	2	1	10	:	6	4	11	1	2	1	5	:	4	5	2	0	0	5	:	2	6	S-S-N-S-U-U
7	Villarreal	3	1	2	9	:	8	1	10	2	1	0	6	:	1	7	1	0	2	3	:	7	3	S-N-U-S-S-N
8	Celta Vigo	2	2	2	11	:	8	3	8	1	2	0	5	:	4	5	1	0	2	6	:	4	3	U-S-U-N-S-N
9	Leganes	2	2	2	4	:	3	1	8	0	2	1	1	:	2	2	2	0	1	3	:	1	6	U-S-U-N-N-S
10	Getafe	2	1	3	9	:	7	2	7	1	0	2	5	:	3	3	1	1	1	4	:	4	4	N-S-U-N-S-N
11	At. Bilbao	2	1	3	9	:	9	0	7	1	0	1	3	:	2	3	1	1	2	6	:	7	4	N-U-N-N-S-S
12	Real Sociedad	2	1	3	14	:	15	-1	7	1	1	2	10	:	10	4	1	0	1	4	:	5	3	U-N-N-N-S-S
13	Deportivo	2	1	3	9	:	13	-4	7	2	0	1	5	:	5	6	0	1	2	4	:	8	1	S-N-S-N-N-U
14	Espanyol	2	1	3	6	:	10	-4	7	2	0	1	6	:	3	6	0	1	2	0	:	7	1	N-S-U-S-N-N
15	Levante	1	3	2	7	:	10	-3	6	1	2	1	6	:	5	5	0	1	1	1	:	5	1	N-N-S-U-U-U
16	Las Palmas	2	0	4	5	:	12	-7	6	1	0	2	2	:	7	3	1	0	2	3	:	5	3	N-N-N-S-S-N
17	Girona	1	2	3	4	:	9	-5	5	1	0	2	1	:	4	3	0	2	1	3	:	5	2	U-N-U-N-N-S
18	Alaves	1	0	5	3	:	9	-6	3	0	0	3	1	:	7	0	1	0	2	2	:	2	3	S-N-N-N-N-N
19	Eibar	1	0	5	2	:	17	-15	3	1	0	2	1	:	5	3	0	0	3	1	:	12	0	N-N-N-S-N-N
20	Malaga	0	1	5	4	:	15	-11	1	0	1	1	4	:	6	1	0	0	4	0	:	9	0	N-U-N-N-N-N
