Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	4	0	0	11	:	1	10	12	2	0	0	7	:	0	6	2	0	0	4	:	1	6	S-S-S-S
2	FC Sevilla	3	1	0	6	:	1	5	10	1	1	0	4	:	1	4	2	0	0	2	:	0	6	S-S-S-U
3	Real Sociedad	3	0	1	11	:	7	4	9	1	0	1	4	:	3	3	2	0	0	7	:	4	6	N-S-S-S
4	Real Madrid	2	2	0	9	:	4	5	8	0	2	0	3	:	3	2	2	0	0	6	:	1	6	S-U-U-S
5	At. Madrid	2	2	0	8	:	3	5	8	1	0	0	1	:	0	3	1	2	0	7	:	3	5	S-U-S-U
6	At. Bilbao	2	1	1	3	:	1	2	7	1	1	0	2	:	0	4	1	0	1	1	:	1	3	N-S-S-U
7	Villarreal	2	0	2	6	:	5	1	6	1	0	0	3	:	1	3	1	0	2	3	:	4	3	S-S-N-N
8	Levante	1	3	0	5	:	4	1	6	1	2	0	4	:	3	5	0	1	0	1	:	1	1	U-U-U-S
9	Valencia	1	3	0	4	:	3	1	6	1	1	0	1	:	0	4	0	2	0	3	:	3	2	U-U-U-S
10	Leganes	2	0	2	3	:	3	0	6	1	0	1	2	:	2	3	1	0	1	1	:	1	3	N-N-S-S
11	Las Palmas	2	0	2	5	:	7	-2	6	1	0	1	2	:	5	3	1	0	1	3	:	2	3	S-S-N-N
12	Real Betis	2	0	2	5	:	7	-2	6	2	0	0	4	:	2	6	0	0	2	1	:	5	0	S-N-S-N
13	Eibar	2	0	2	2	:	4	-2	6	1	0	1	1	:	1	3	1	0	1	1	:	3	3	S-N-N-S
14	Getafe	1	1	2	3	:	4	-1	4	0	0	2	1	:	3	0	1	1	0	2	:	1	4	N-S-N-U
15	Girona	1	1	2	3	:	5	-2	4	1	1	1	3	:	3	4	0	0	1	0	:	2	0	N-N-S-U
16	Espanyol	1	1	2	3	:	8	-5	4	1	0	1	2	:	2	3	0	1	1	1	:	6	1	S-N-N-U
17	Celta Vigo	1	0	3	5	:	7	-2	3	1	0	1	3	:	3	3	0	0	2	2	:	4	0	N-S-N-N
18	Deportivo	0	1	3	5	:	11	-6	1	0	0	2	2	:	7	0	0	1	1	3	:	4	1	N-N-U-N
19	Malaga	0	0	4	1	:	6	-5	0	0	0	2	1	:	4	0	0	0	2	0	:	2	0	N-N-N-N
20	Alaves	0	0	4	0	:	7	-7	0	0	0	2	0	:	5	0	0	0	2	0	:	2	0	N-N-N-N
