Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	5	1	0	17	:	7	10	16	2	1	0	10	:	5	7	3	0	0	7	:	2	9	S-U-S-S-S-S
2	Barcelona	5	1	0	12	:	4	8	16	4	0	0	8	:	2	12	1	1	0	4	:	2	4	S-S-U-S-S-S
3	Real Betis	5	0	1	10	:	3	7	15	2	0	0	5	:	0	6	3	0	1	5	:	3	9	S-S-S-S-S-N
4	Valencia	5	0	1	10	:	3	7	15	3	0	0	6	:	1	9	2	0	1	4	:	2	6	N-S-S-S-S-S
5	Levante	3	2	1	7	:	7	0	11	2	1	0	5	:	3	7	1	1	1	2	:	4	4	N-S-U-S-S-U
6	Real Sociedad	3	1	2	10	:	5	5	10	2	0	1	8	:	3	6	1	1	1	2	:	2	4	S-S-U-N-N-S
7	At. Madrid	3	1	2	9	:	4	5	10	3	0	0	7	:	0	9	0	1	2	2	:	4	1	S-U-S-N-S-N
8	Leganes	3	0	3	6	:	7	-1	9	3	0	1	5	:	2	9	0	0	2	1	:	5	0	S-N-N-S-N-S
9	Celta Vigo	2	2	2	7	:	6	1	8	2	1	0	6	:	1	7	0	1	2	1	:	5	1	N-S-U-U-N-S
10	Deportivo	2	2	2	8	:	9	-1	8	1	2	0	5	:	4	5	1	0	2	3	:	5	3	S-S-N-U-N-U
11	At. Bilbao	2	1	3	8	:	9	-1	7	1	1	1	5	:	4	4	1	0	2	3	:	5	3	N-S-U-N-S-N
12	Villarreal	2	1	3	7	:	9	-2	7	1	0	2	3	:	6	3	1	1	1	4	:	3	4	U-N-N-S-S-N
13	Alaves	2	1	3	6	:	8	-2	7	1	0	1	3	:	3	3	1	1	2	3	:	5	4	S-S-U-N-N-N
14	Girona	2	1	3	8	:	13	-5	7	1	1	1	3	:	2	4	1	0	2	5	:	11	3	N-N-U-N-S-S
15	Getafe	2	0	4	4	:	8	-4	6	1	0	2	1	:	2	3	1	0	2	3	:	6	3	S-N-N-S-N-N
16	Espanyol	1	2	3	3	:	7	-4	5	1	1	0	2	:	1	4	0	1	3	1	:	6	1	N-N-U-N-S-U
17	FC Sevilla	1	2	3	7	:	12	-5	5	1	2	1	6	:	6	5	0	0	2	1	:	6	0	U-N-U-N-N-S
18	Malaga	1	1	4	4	:	9	-5	4	1	0	2	2	:	4	3	0	1	2	2	:	5	1	N-N-S-U-N-N
19	Eibar	0	2	4	3	:	8	-5	2	0	1	2	1	:	3	1	0	1	2	2	:	5	1	N-N-U-N-N-U
20	Las Palmas	0	1	5	3	:	11	-8	1	0	0	3	0	:	6	0	0	1	2	3	:	5	1	N-N-N-U-N-N
