Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Valencia	5	1	0	22	:	8	14	16	3	0	0	12	:	2	9	2	1	0	10	:	6	7	S-S-S-S-S-U
2	Barcelona	5	1	0	17	:	3	14	16	3	0	0	11	:	1	9	2	1	0	6	:	2	7	S-U-S-S-S-S
3	Real Madrid	5	0	1	12	:	4	8	15	2	0	1	5	:	1	6	3	0	0	7	:	3	9	S-S-S-S-N-S
4	At. Madrid	4	2	0	7	:	2	5	14	2	1	0	4	:	1	7	2	1	0	3	:	1	7	S-U-U-S-S-S
5	Villarreal	4	1	1	12	:	5	7	13	2	1	0	7	:	0	7	2	0	1	5	:	5	6	S-S-S-N-U-S
6	Real Betis	4	1	1	16	:	11	5	13	3	0	1	11	:	7	9	1	1	0	5	:	4	4	S-N-U-S-S-S
7	Leganes	3	2	1	5	:	1	4	11	1	2	0	1	:	0	5	2	0	1	4	:	1	6	S-S-U-S-U-N
8	Espanyol	2	3	1	7	:	5	2	9	2	1	0	6	:	2	7	0	2	1	1	:	3	2	U-U-N-S-U-S
9	FC Sevilla	3	0	3	4	:	7	-3	9	2	0	0	3	:	0	6	1	0	3	1	:	7	3	N-N-S-N-S-S
10	Celta Vigo	2	2	2	14	:	9	5	8	0	2	1	4	:	5	2	2	0	1	10	:	4	6	N-S-U-S-U-N
11	Deportivo	2	1	3	6	:	9	-3	7	2	0	1	4	:	3	6	0	1	2	2	:	6	1	N-U-S-N-S-N
12	Levante	1	3	2	5	:	8	-3	6	1	2	1	5	:	4	5	0	1	1	0	:	4	1	U-U-N-N-S-U
13	Getafe	1	2	3	9	:	8	1	5	1	0	2	6	:	4	3	0	2	1	3	:	4	2	U-N-N-S-U-N
14	Real Sociedad	1	2	3	10	:	14	-4	5	0	2	2	8	:	11	2	1	0	1	2	:	3	3	U-S-U-N-N-N
15	Girona	1	2	3	6	:	10	-4	5	0	0	3	1	:	6	0	1	2	0	5	:	4	5	S-N-U-N-U-N
16	At. Bilbao	1	1	4	7	:	10	-3	4	1	0	1	2	:	2	3	0	1	3	5	:	8	1	N-S-N-U-N-N
17	Eibar	1	1	4	2	:	16	-14	4	1	1	1	1	:	4	4	0	0	3	1	:	12	0	N-U-N-N-N-S
18	Alaves	1	0	5	3	:	10	-7	3	0	0	3	1	:	7	0	1	0	2	2	:	3	3	N-N-S-N-N-N
19	Las Palmas	1	0	5	3	:	15	-12	3	1	0	2	3	:	7	3	0	0	3	0	:	8	0	N-N-N-N-N-S
20	Malaga	0	1	5	3	:	15	-12	1	0	1	1	3	:	5	1	0	0	4	0	:	10	0	N-N-N-U-N-N
