Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	At. Madrid	6	0	0	16	:	2	14	18	4	0	0	10	:	0	12	2	0	0	6	:	2	6	S-S-S-S-S-S
2	Real Madrid	4	1	1	19	:	9	10	13	2	0	0	9	:	2	6	2	1	1	10	:	7	7	N-S-S-S-S-U
3	Barcelona	3	3	0	12	:	4	8	12	2	1	0	8	:	2	7	1	2	0	4	:	2	5	U-S-S-U-U-S
4	Alaves	4	0	2	7	:	8	-1	12	3	0	0	4	:	1	9	1	0	2	3	:	7	3	S-N-S-S-S-N
5	Eibar	3	1	2	8	:	6	2	10	2	0	1	6	:	3	6	1	1	1	2	:	3	4	S-N-N-S-S-U
6	Real Betis	3	1	2	10	:	9	1	10	1	1	1	5	:	6	4	2	0	1	5	:	3	6	U-S-N-S-S-N
7	Valencia	3	1	2	9	:	9	0	10	2	0	1	6	:	6	6	1	1	1	3	:	3	4	U-S-S-S-N-N
8	Girona	3	1	2	7	:	7	0	10	3	0	0	6	:	0	9	0	1	2	1	:	7	1	S-N-S-N-S-U
9	FC Sevilla	3	1	2	8	:	12	-4	10	1	1	1	4	:	6	4	2	0	1	4	:	6	6	S-N-S-S-N-U
10	Getafe	2	3	1	7	:	2	5	9	2	1	0	6	:	0	7	0	2	1	1	:	2	2	S-N-S-U-U-U
11	Real Sociedad	2	1	3	13	:	11	2	7	2	0	0	8	:	0	6	0	1	3	5	:	11	1	U-N-S-N-S-N
12	Villarreal	2	1	3	8	:	8	0	7	2	0	1	6	:	4	6	0	1	2	2	:	4	1	N-S-U-N-N-S
13	Espanyol	1	4	1	7	:	7	0	7	1	2	0	3	:	2	5	0	2	1	4	:	5	2	S-U-U-U-U-N
14	Celta Vigo	2	1	3	8	:	10	-2	7	2	1	0	7	:	4	7	0	0	3	1	:	6	0	N-S-N-U-N-S
15	At. Bilbao	1	3	2	4	:	7	-3	6	1	3	0	4	:	3	6	0	0	2	0	:	4	0	U-S-N-U-N-U
16	Las Palmas	1	3	2	3	:	6	-3	6	1	1	1	3	:	3	4	0	2	1	0	:	3	2	U-U-N-U-S-N
17	Levante	0	2	4	5	:	13	-8	2	0	1	1	2	:	4	1	0	1	3	3	:	9	1	N-N-N-N-U-U
18	Deportivo	0	2	4	2	:	12	-10	2	0	2	1	2	:	3	2	0	0	3	0	:	9	0	N-U-N-N-N-U
19	Leganes	0	2	4	1	:	11	-10	2	0	1	2	1	:	4	1	0	1	2	0	:	7	1	N-U-N-N-N-U
20	Malaga	0	1	5	2	:	7	-5	1	0	1	3	1	:	4	1	0	0	2	1	:	3	0	N-N-N-N-N-U
