Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Valencia	5	1	0	11	:	3	8	16	3	0	0	7	:	2	9	2	1	0	4	:	1	7	S-S-S-S-U-S
2	Real Madrid	5	0	1	18	:	6	12	15	3	0	0	13	:	4	9	2	0	1	5	:	2	6	S-S-S-S-N-S
3	Barcelona	4	2	0	14	:	4	10	14	3	0	0	9	:	1	9	1	2	0	5	:	3	5	U-S-S-S-U-S
4	Real Betis	4	1	1	9	:	3	6	13	1	1	0	3	:	0	4	3	0	1	6	:	3	9	S-S-S-N-U-S
5	At. Madrid	4	0	2	14	:	5	9	12	3	0	0	8	:	0	9	1	0	2	6	:	5	3	S-N-S-N-S-S
6	Girona	3	1	2	10	:	13	-3	10	2	1	0	4	:	1	7	1	0	2	6	:	12	3	U-N-S-S-S-N
7	Villarreal	3	0	3	5	:	5	0	9	2	0	1	3	:	3	6	1	0	2	2	:	2	3	N-S-S-N-N-S
8	Espanyol	2	3	1	4	:	5	-1	9	2	1	0	3	:	1	7	0	2	1	1	:	4	2	U-N-S-U-S-U
9	At. Bilbao	2	2	2	6	:	7	-1	8	2	2	0	6	:	3	8	0	0	2	0	:	4	0	U-N-S-N-U-S
10	Celta Vigo	2	2	2	5	:	6	-1	8	2	1	0	4	:	1	7	0	1	2	1	:	5	1	U-U-N-S-N-S
11	Levante	2	2	2	5	:	6	-1	8	1	1	1	3	:	4	4	1	1	1	2	:	2	4	U-S-S-U-N-N
12	FC Sevilla	2	1	3	8	:	11	-3	7	1	1	2	6	:	9	4	1	0	1	2	:	2	3	U-N-N-S-S-N
13	Leganes	2	1	3	4	:	8	-4	7	2	1	1	4	:	2	7	0	0	2	0	:	6	0	N-S-N-S-N-U
14	Getafe	2	0	4	6	:	7	-1	6	1	0	2	3	:	2	3	1	0	2	3	:	5	3	N-S-N-N-S-N
15	Real Sociedad	1	2	3	5	:	7	-2	5	1	0	1	3	:	3	3	0	2	2	2	:	4	2	U-N-N-S-U-N
16	Eibar	1	2	3	4	:	7	-3	5	1	1	1	2	:	2	4	0	1	2	2	:	5	1	U-N-N-U-S-N
17	Malaga	1	1	4	2	:	7	-5	4	1	0	2	1	:	3	3	0	1	2	1	:	4	1	S-U-N-N-N-N
18	Alaves	1	1	4	4	:	12	-8	4	1	0	1	2	:	3	3	0	1	3	2	:	9	1	U-N-N-N-S-N
19	Las Palmas	0	3	3	3	:	9	-6	3	0	1	2	1	:	6	1	0	2	1	2	:	3	2	N-U-N-N-U-U
20	Deportivo	0	3	3	2	:	8	-6	3	0	3	0	2	:	2	3	0	0	3	0	:	6	0	N-U-N-U-N-U
