Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Eibar	5	1	0	16	:	4	12	16	4	0	0	14	:	3	12	1	1	0	2	:	1	4	S-S-U-S-S-S
2	Barcelona	4	2	0	15	:	3	12	14	1	1	0	6	:	2	4	3	1	0	9	:	1	10	S-S-S-U-U-S
3	At. Madrid	4	1	1	9	:	2	7	13	2	1	0	3	:	1	7	2	0	1	6	:	1	6	N-S-S-S-S-U
4	Real Madrid	3	2	1	11	:	6	5	11	2	0	1	8	:	5	6	1	2	0	3	:	1	5	S-N-S-U-S-U
5	Getafe	3	1	2	7	:	3	4	10	3	1	0	7	:	1	10	0	0	2	0	:	2	0	S-N-U-S-N-S
6	At. Bilbao	2	4	0	7	:	4	3	10	0	3	0	1	:	1	3	2	1	0	6	:	3	7	S-U-S-U-U-U
7	FC Sevilla	3	1	2	8	:	11	-3	10	2	1	0	4	:	1	7	1	0	2	4	:	10	3	N-U-N-S-S-S
8	Alaves	3	0	3	8	:	9	-1	9	2	0	1	4	:	2	6	1	0	2	4	:	7	3	S-N-S-S-N-N
9	Girona	2	2	2	8	:	10	-2	8	1	1	1	4	:	4	4	1	1	1	4	:	6	4	N-S-S-N-U-U
10	Celta Vigo	2	1	3	8	:	8	0	7	1	0	1	1	:	1	3	1	1	2	7	:	7	4	S-N-N-U-S-N
11	Valencia	2	1	3	6	:	6	0	7	1	1	1	3	:	3	4	1	0	2	3	:	3	3	N-N-S-N-U-S
12	Malaga	2	1	3	7	:	8	-1	7	1	1	1	3	:	4	4	1	0	2	4	:	4	3	N-N-S-U-N-S
13	Villarreal	2	1	3	6	:	9	-3	7	0	0	2	2	:	5	0	2	1	1	4	:	4	7	S-S-N-N-N-U
14	Espanyol	2	1	3	5	:	8	-3	7	2	0	2	2	:	3	6	0	1	1	3	:	5	1	S-U-N-N-S-N
15	Real Sociedad	1	3	2	7	:	8	-1	6	1	1	1	5	:	5	4	0	2	1	2	:	3	2	S-U-N-N-U-U
16	Levante	1	3	2	3	:	7	-4	6	0	1	2	1	:	7	1	1	2	0	2	:	0	5	U-U-N-U-N-S
17	Las Palmas	1	2	3	5	:	10	-5	5	1	1	1	3	:	4	4	0	1	2	2	:	6	1	N-U-N-S-U-N
18	Leganes	1	1	4	4	:	9	-5	4	1	0	2	4	:	7	3	0	1	2	0	:	2	1	N-U-N-S-N-N
19	Real Betis	1	1	4	4	:	11	-7	4	0	1	2	2	:	5	1	1	0	2	2	:	6	3	N-S-N-N-U-N
20	Deportivo	1	1	4	6	:	14	-8	4	1	1	1	4	:	5	4	0	0	3	2	:	9	0	N-N-S-N-U-N
