Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	4	2	0	12	:	4	8	14	1	1	0	4	:	3	4	3	1	0	8	:	1	10	S-U-U-S-S-S
2	At. Madrid	4	2	0	10	:	2	8	14	1	2	0	3	:	2	5	3	0	0	7	:	0	9	S-S-S-U-S-U
3	Valencia	4	1	1	10	:	4	6	13	2	1	0	6	:	2	7	2	0	1	4	:	2	6	S-N-U-S-S-S
4	FC Sevilla	4	0	2	10	:	11	-1	12	3	0	0	6	:	2	9	1	0	2	4	:	9	3	N-S-S-S-N-S
5	Real Madrid	3	2	1	12	:	4	8	11	3	0	0	11	:	2	9	0	2	1	1	:	2	2	S-U-S-U-S-N
6	Eibar	3	2	1	13	:	7	6	11	2	1	0	10	:	3	7	1	1	1	3	:	4	4	U-S-S-S-N-U
7	Getafe	3	2	1	9	:	5	4	11	3	1	0	7	:	2	10	0	1	1	2	:	3	1	U-S-N-S-U-S
8	Girona	3	2	1	10	:	8	2	11	1	1	1	5	:	5	4	2	1	0	5	:	3	7	S-N-U-U-S-S
9	Malaga	3	1	2	9	:	8	1	10	2	1	0	5	:	3	7	1	0	2	4	:	5	3	S-U-N-S-N-S
10	Alaves	3	0	3	9	:	10	-1	9	2	0	2	5	:	4	6	1	0	1	4	:	6	3	S-S-N-N-S-N
11	Celta Vigo	2	1	3	9	:	9	0	7	2	0	0	4	:	1	6	0	1	3	5	:	8	1	N-U-S-N-S-N
12	Deportivo	2	1	3	8	:	9	-1	7	1	1	1	3	:	3	4	1	0	2	5	:	6	3	S-N-U-N-N-S
13	At. Bilbao	1	3	2	6	:	9	-3	6	0	2	1	1	:	3	2	1	1	1	5	:	6	4	S-U-U-U-N-N
14	Espanyol	2	0	4	3	:	7	-4	6	2	0	2	2	:	3	6	0	0	2	1	:	4	0	N-N-S-N-N-S
15	Real Sociedad	1	2	3	8	:	10	-2	5	1	1	1	5	:	5	4	0	1	2	3	:	5	1	N-N-U-U-S-N
16	Villarreal	1	2	3	7	:	10	-3	5	1	0	2	4	:	5	3	0	2	1	3	:	5	2	N-N-N-U-S-U
17	Levante	1	2	3	6	:	11	-5	5	0	0	3	2	:	9	0	1	2	0	4	:	2	5	N-U-N-S-N-U
18	Las Palmas	1	1	4	4	:	12	-8	4	1	0	2	2	:	5	3	0	1	2	2	:	7	1	N-S-U-N-N-N
19	Leganes	1	0	5	4	:	11	-7	3	1	0	1	3	:	4	3	0	0	4	1	:	7	0	N-S-N-N-N-N
20	Real Betis	0	2	4	4	:	12	-8	2	0	2	1	4	:	5	2	0	0	3	0	:	7	0	N-N-U-N-U-N
