Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	5	0	1	20	:	8	12	15	3	0	0	12	:	3	9	2	0	1	8	:	5	6	S-N-S-S-S-S
2	At. Madrid	5	0	1	13	:	3	10	15	3	0	0	7	:	0	9	2	0	1	6	:	3	6	N-S-S-S-S-S
3	Valencia	4	1	1	10	:	5	5	13	3	0	0	7	:	2	9	1	1	1	3	:	3	4	S-U-S-S-S-N
4	Barcelona	3	3	0	11	:	3	8	12	2	1	0	7	:	1	7	1	2	0	4	:	2	5	S-U-S-S-U-U
5	Girona	4	0	2	9	:	7	2	12	3	0	0	6	:	0	9	1	0	2	3	:	7	3	S-S-N-S-N-S
6	Alaves	4	0	2	7	:	8	-1	12	3	0	0	4	:	1	9	1	0	2	3	:	7	3	N-S-N-S-S-S
7	FC Sevilla	4	0	2	9	:	11	-2	12	2	0	1	5	:	5	6	2	0	1	4	:	6	6	S-S-N-S-S-N
8	Real Sociedad	3	1	2	13	:	8	5	10	3	0	0	10	:	1	9	0	1	2	3	:	7	1	S-U-N-S-N-S
9	Eibar	3	1	2	8	:	6	2	10	2	0	1	6	:	3	6	1	1	1	2	:	3	4	U-S-N-N-S-S
10	Real Betis	3	1	2	8	:	8	0	10	1	1	1	5	:	6	4	2	0	1	3	:	2	6	N-U-S-N-S-S
11	Getafe	2	2	2	7	:	4	3	8	2	1	0	6	:	0	7	0	1	2	1	:	4	1	N-S-N-S-U-U
12	Espanyol	1	5	0	6	:	5	1	8	1	2	0	3	:	2	5	0	3	0	3	:	3	3	U-S-U-U-U-U
13	Celta Vigo	2	1	3	7	:	9	-2	7	2	1	0	6	:	3	7	0	0	3	1	:	6	0	S-N-S-N-U-N
14	Las Palmas	1	3	2	4	:	5	-1	6	1	1	1	3	:	3	4	0	2	1	1	:	2	2	N-U-U-N-U-S
15	At. Bilbao	1	2	3	3	:	8	-5	5	1	2	0	3	:	2	5	0	0	3	0	:	6	0	N-U-S-N-U-N
16	Villarreal	1	1	4	4	:	8	-4	4	1	0	2	2	:	4	3	0	1	2	2	:	4	1	N-N-S-U-N-N
17	Leganes	1	1	4	3	:	11	-8	4	1	1	2	3	:	4	4	0	0	2	0	:	7	0	S-N-U-N-N-N
18	Levante	0	2	4	4	:	12	-8	2	0	2	1	3	:	5	2	0	0	3	1	:	7	0	U-N-N-N-N-U
19	Deportivo	0	2	4	1	:	11	-10	2	0	2	1	1	:	2	2	0	0	3	0	:	9	0	U-N-U-N-N-N
20	Malaga	0	0	6	2	:	9	-7	0	0	0	3	1	:	4	0	0	0	3	1	:	5	0	N-N-N-N-N-N
