Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	At. Madrid	5	1	0	10	:	1	9	16	2	1	0	3	:	1	7	3	0	0	7	:	0	9	S-S-S-S-U-S
2	Real Madrid	4	2	0	14	:	3	11	14	3	0	0	11	:	2	9	1	2	0	3	:	1	5	S-S-U-S-U-S
3	Barcelona	4	2	0	14	:	4	10	14	2	1	0	8	:	3	7	2	1	0	6	:	1	7	S-S-U-U-S-S
4	Eibar	4	1	1	13	:	6	7	13	3	0	0	10	:	2	9	1	1	1	3	:	4	4	S-U-S-S-S-N
5	Girona	3	2	1	9	:	7	2	11	1	1	1	4	:	4	4	2	1	0	5	:	3	7	S-S-N-U-U-S
6	Valencia	3	1	2	9	:	5	4	10	2	1	0	6	:	2	7	1	0	2	3	:	3	3	N-S-N-U-S-S
7	FC Sevilla	3	1	2	8	:	10	-2	10	2	1	0	4	:	1	7	1	0	2	4	:	9	3	U-N-S-S-S-N
8	Alaves	3	0	3	8	:	9	-1	9	2	0	1	4	:	2	6	1	0	2	4	:	7	3	N-S-S-N-N-S
9	Getafe	2	2	2	7	:	5	2	8	2	1	0	5	:	1	7	0	1	2	2	:	4	1	N-U-S-N-S-U
10	Celta Vigo	2	1	3	8	:	8	0	7	2	0	1	4	:	2	6	0	1	2	4	:	6	1	N-N-U-S-N-S
11	At. Bilbao	1	4	1	6	:	7	-1	7	0	3	0	1	:	1	3	1	1	1	5	:	6	4	U-S-U-U-U-N
12	Malaga	2	1	3	7	:	9	-2	7	1	1	1	3	:	4	4	1	0	2	4	:	5	3	N-S-U-N-S-N
13	Villarreal	2	1	3	7	:	9	-2	7	1	0	2	4	:	5	3	1	1	1	3	:	4	4	S-N-N-N-U-S
14	Real Sociedad	1	3	2	7	:	8	-1	6	1	1	1	5	:	5	4	0	2	1	2	:	3	2	U-N-N-U-U-S
15	Real Betis	1	2	3	6	:	11	-5	5	0	2	1	4	:	5	2	1	0	2	2	:	6	3	S-N-N-U-N-U
16	Levante	1	2	3	4	:	9	-5	5	0	0	3	2	:	9	0	1	2	0	2	:	0	5	U-N-U-N-S-N
17	Las Palmas	1	2	3	5	:	11	-6	5	1	1	1	3	:	4	4	0	1	2	2	:	7	1	U-N-S-U-N-N
18	Espanyol	1	1	4	4	:	9	-5	4	1	0	2	1	:	3	3	0	1	2	3	:	6	1	U-N-N-S-N-N
19	Deportivo	1	1	4	5	:	12	-7	4	1	1	1	3	:	3	4	0	0	3	2	:	9	0	N-S-N-U-N-N
20	Leganes	1	0	5	4	:	12	-8	3	1	0	2	4	:	7	3	0	0	3	0	:	5	0	N-N-S-N-N-N
