Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Betis	5	1	0	8	:	0	8	16	3	0	0	6	:	0	9	2	1	0	2	:	0	7	U-S-S-S-S-S
2	Barcelona	4	2	0	16	:	7	9	14	4	0	0	12	:	3	12	0	2	0	4	:	4	2	S-U-S-S-U-S
3	Levante	4	1	1	9	:	7	2	13	3	0	0	5	:	2	9	1	1	1	4	:	5	4	S-S-N-S-U-S
4	Getafe	4	0	2	6	:	5	1	12	1	0	1	1	:	1	3	3	0	1	5	:	4	9	S-S-S-N-N-S
5	Real Madrid	3	2	1	15	:	9	6	11	1	2	0	8	:	5	5	2	0	1	7	:	4	6	N-U-S-U-S-S
6	Real Sociedad	3	1	2	10	:	4	6	10	2	0	1	9	:	2	6	1	1	1	1	:	2	4	N-S-S-S-U-N
7	Alaves	3	1	2	9	:	5	4	10	1	0	1	3	:	2	3	2	1	1	6	:	3	7	S-N-S-S-U-N
8	Valencia	3	1	2	8	:	6	2	10	2	0	1	5	:	3	6	1	1	1	3	:	3	4	U-N-N-S-S-S
9	Deportivo	2	3	1	7	:	6	1	9	1	2	0	4	:	3	5	1	1	1	3	:	3	4	U-U-S-S-N-U
10	At. Madrid	2	2	2	6	:	6	0	8	2	1	0	4	:	0	7	0	1	2	2	:	6	1	U-N-S-U-S-N
11	Celta Vigo	1	4	1	8	:	5	3	7	1	3	0	7	:	3	6	0	1	1	1	:	2	1	U-U-N-S-U-U
12	Malaga	2	1	3	6	:	6	0	7	2	0	1	4	:	2	6	0	1	2	2	:	4	1	S-N-N-N-S-U
13	Leganes	2	1	3	5	:	7	-2	7	2	1	1	3	:	2	7	0	0	2	2	:	5	0	U-N-S-N-N-S
14	Villarreal	2	1	3	8	:	13	-5	7	2	0	1	5	:	5	6	0	1	2	3	:	8	1	N-S-U-N-N-S
15	FC Sevilla	1	3	2	8	:	12	-4	6	1	2	0	7	:	6	5	0	1	2	1	:	6	1	S-U-U-N-U-N
16	At. Bilbao	1	2	3	8	:	11	-3	5	0	1	2	4	:	7	1	1	1	1	4	:	4	4	N-U-N-S-U-N
17	Eibar	1	1	4	2	:	6	-4	4	0	1	2	0	:	2	1	1	0	2	2	:	4	3	N-S-N-N-U-N
18	Espanyol	1	1	4	2	:	6	-4	4	0	1	1	0	:	1	1	1	0	3	2	:	5	3	S-N-N-N-U-N
19	Girona	1	1	4	6	:	16	-10	4	0	1	2	1	:	4	1	1	0	2	5	:	12	3	N-S-N-N-U-N
20	Las Palmas	0	1	5	2	:	12	-10	1	0	0	3	0	:	8	0	0	1	2	2	:	4	1	N-N-N-N-N-U
