Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	6	0	0	21	:	2	19	18	2	0	0	7	:	0	6	4	0	0	14	:	2	12	S-S-S-S-S-S
2	At. Madrid	4	1	1	6	:	2	4	13	2	1	0	4	:	1	7	2	0	1	2	:	1	6	U-S-S-N-S-S
3	Villarreal	4	1	1	6	:	4	2	13	1	1	1	3	:	4	4	3	0	0	3	:	0	9	S-S-U-S-S-N
4	At. Bilbao	3	3	0	9	:	4	5	12	1	1	0	2	:	0	4	2	2	0	7	:	4	8	U-U-S-S-U-S
5	Eibar	3	2	1	9	:	5	4	11	2	1	1	7	:	4	7	1	1	0	2	:	1	4	U-N-S-S-S-U
6	Real Madrid	3	1	2	17	:	8	9	10	2	0	2	12	:	5	6	1	1	0	5	:	3	4	S-S-N-U-N-S
7	Girona	3	1	2	11	:	7	4	10	2	0	0	7	:	0	6	1	1	2	4	:	7	4	U-S-N-N-S-S
8	Celta Vigo	3	1	2	9	:	7	2	10	0	1	1	2	:	3	1	3	0	1	7	:	4	9	S-S-U-S-N-N
9	Alaves	3	1	2	6	:	5	1	10	3	1	0	6	:	2	10	0	0	2	0	:	3	0	U-S-N-S-N-S
10	Valencia	3	0	3	8	:	8	0	9	2	0	1	4	:	3	6	1	0	2	4	:	5	3	N-S-S-N-N-S
11	Real Betis	3	0	3	10	:	13	-3	9	1	0	3	3	:	10	3	2	0	0	7	:	3	6	N-S-S-N-S-N
12	Getafe	2	2	2	5	:	5	0	8	2	2	0	5	:	2	8	0	0	2	0	:	3	0	U-S-N-S-N-U
13	Espanyol	2	2	2	5	:	7	-2	8	1	1	2	2	:	5	4	1	1	0	3	:	2	4	N-U-S-S-U-N
14	Leganes	1	2	3	6	:	9	-3	5	1	0	1	2	:	3	3	0	2	2	4	:	6	2	N-U-N-S-U-N
15	Malaga	1	1	4	3	:	6	-3	4	0	0	2	0	:	3	0	1	1	2	3	:	3	4	U-N-N-N-N-S
16	Real Sociedad	1	1	4	6	:	10	-4	4	1	0	3	6	:	9	3	0	1	1	0	:	1	1	N-N-N-S-U-N
17	FC Sevilla	1	1	4	7	:	14	-7	4	0	1	1	3	:	5	1	1	0	3	4	:	9	3	S-N-N-N-U-N
18	Las Palmas	1	1	4	5	:	15	-10	4	1	1	1	5	:	5	4	0	0	3	0	:	10	0	S-N-N-N-U-N
19	Deportivo	1	1	4	5	:	17	-12	4	1	0	2	3	:	5	3	0	1	2	2	:	12	1	N-N-U-N-N-S
20	Levante	0	2	4	2	:	8	-6	2	0	1	2	1	:	3	1	0	1	2	1	:	5	1	N-N-N-U-U-N
