Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Valencia	5	1	0	10	:	2	8	16	3	0	0	6	:	1	9	2	1	0	4	:	1	7	S-S-S-S-S-U
2	Barcelona	4	2	0	11	:	4	7	14	3	0	0	6	:	1	9	1	2	0	5	:	3	5	S-U-S-S-S-U
3	Real Madrid	4	1	1	15	:	7	8	13	2	1	0	10	:	5	7	2	0	1	5	:	2	6	U-S-S-S-S-N
4	Real Betis	4	1	1	9	:	3	6	13	2	1	0	5	:	0	7	2	0	1	4	:	3	6	S-S-S-S-N-U
5	Levante	3	2	1	7	:	5	2	11	2	1	0	5	:	3	7	1	1	1	2	:	2	4	S-U-S-S-U-N
6	At. Madrid	3	1	2	10	:	4	6	10	3	0	0	8	:	0	9	0	1	2	2	:	4	1	U-S-N-S-N-S
7	Girona	3	1	2	9	:	12	-3	10	2	1	0	4	:	1	7	1	0	2	5	:	11	3	N-U-N-S-S-S
8	Real Sociedad	2	2	2	9	:	5	4	8	2	0	1	8	:	3	6	0	2	1	1	:	2	2	S-U-N-N-S-U
9	Celta Vigo	2	2	2	7	:	6	1	8	2	1	0	6	:	1	7	0	1	2	1	:	5	1	S-U-U-N-S-N
10	At. Bilbao	2	2	2	7	:	7	0	8	1	2	0	4	:	2	5	1	0	2	3	:	5	3	S-U-N-S-N-U
11	Espanyol	2	2	2	4	:	6	-2	8	2	1	0	3	:	1	7	0	1	2	1	:	5	1	N-U-N-S-U-S
12	Alaves	2	1	3	6	:	8	-2	7	2	0	1	4	:	3	6	0	1	2	2	:	5	1	S-U-N-N-N-S
13	FC Sevilla	2	1	3	6	:	10	-4	7	1	1	1	4	:	4	4	1	0	2	2	:	6	3	N-U-N-N-S-S
14	Getafe	2	0	4	6	:	8	-2	6	1	0	2	3	:	2	3	1	0	2	3	:	6	3	N-N-S-N-N-S
15	Villarreal	2	0	4	5	:	8	-3	6	1	0	2	3	:	6	3	1	0	2	2	:	2	3	N-N-S-S-N-N
16	Leganes	2	0	4	5	:	11	-6	6	2	0	1	4	:	2	6	0	0	3	1	:	9	0	N-N-S-N-S-N
17	Eibar	1	2	3	4	:	7	-3	5	1	1	1	2	:	2	4	0	1	2	2	:	5	1	N-U-N-N-U-S
18	Deportivo	1	2	3	5	:	10	-5	5	1	2	0	5	:	4	5	0	0	3	0	:	6	0	S-N-U-N-U-N
19	Malaga	1	1	4	3	:	8	-5	4	1	0	2	1	:	3	3	0	1	2	2	:	5	1	N-S-U-N-N-N
20	Las Palmas	0	2	4	4	:	11	-7	2	0	1	2	1	:	6	1	0	1	2	3	:	5	1	N-N-U-N-N-U
