Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Sociedad	2	0	0	6	:	2	4	6	1	0	0	3	:	0	3	1	0	0	3	:	2	3	S-S
2	Barcelona	2	0	0	4	:	0	4	6	1	0	0	2	:	0	3	1	0	0	2	:	0	3	S-S
3	Leganes	2	0	0	2	:	0	2	6	1	0	0	1	:	0	3	1	0	0	1	:	0	3	S-S
4	At. Madrid	1	1	0	7	:	3	4	4	0	0	0	0	:	0	0	1	1	0	7	:	3	4	S-U
5	Real Madrid	1	1	0	5	:	2	3	4	0	1	0	2	:	2	1	1	0	0	3	:	0	3	U-S
6	Girona	1	1	0	3	:	2	1	4	1	1	0	3	:	2	4	0	0	0	0	:	0	0	S-U
7	Levante	1	1	0	3	:	2	1	4	1	1	0	3	:	2	4	0	0	0	0	:	0	0	U-S
8	Valencia	1	1	0	3	:	2	1	4	1	0	0	1	:	0	3	0	1	0	2	:	2	1	U-S
9	FC Sevilla	1	1	0	2	:	1	1	4	0	1	0	1	:	1	1	1	0	0	1	:	0	3	S-U
10	At. Bilbao	1	1	0	1	:	0	1	4	0	1	0	0	:	0	1	1	0	0	1	:	0	3	S-U
11	Eibar	1	0	1	1	:	1	0	3	0	0	1	0	:	1	0	1	0	0	1	:	0	3	N-S
12	Real Betis	1	0	1	2	:	3	-1	3	1	0	0	2	:	1	3	0	0	1	0	:	2	0	S-N
13	Espanyol	0	1	1	1	:	2	-1	1	0	0	1	0	:	1	0	0	1	0	1	:	1	1	N-U
14	Getafe	0	1	1	0	:	1	-1	1	0	0	1	0	:	1	0	0	1	0	0	:	0	1	N-U
15	Deportivo	0	1	1	2	:	5	-3	1	0	0	1	0	:	3	0	0	1	0	2	:	2	1	U-N
16	Celta Vigo	0	0	2	3	:	5	-2	0	0	0	1	2	:	3	0	0	0	1	1	:	2	0	N-N
17	Malaga	0	0	2	0	:	2	-2	0	0	0	1	0	:	1	0	0	0	1	0	:	1	0	N-N
18	Alaves	0	0	2	0	:	3	-3	0	0	0	1	0	:	2	0	0	0	1	0	:	1	0	N-N
19	Villarreal	0	0	2	0	:	4	-4	0	0	0	0	0	:	0	0	0	0	2	0	:	4	0	N-N
20	Las Palmas	0	0	2	1	:	6	-5	0	0	0	1	1	:	5	0	0	0	1	0	:	1	0	N-N
