Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Valencia	5	1	0	18	:	5	13	16	2	1	0	8	:	1	7	3	0	0	10	:	4	9	U-S-S-S-S-S
2	Barcelona	4	2	0	11	:	3	8	14	2	0	0	4	:	1	6	2	2	0	7	:	2	8	U-S-S-S-S-U
3	Real Madrid	4	1	1	12	:	5	7	13	3	0	0	9	:	2	9	1	1	1	3	:	3	4	S-U-S-N-S-S
4	At. Madrid	3	3	0	9	:	2	7	12	0	3	0	2	:	2	3	3	0	0	7	:	0	9	S-U-S-U-S-U
5	Villarreal	3	2	1	12	:	6	6	11	2	0	1	8	:	3	6	1	2	0	4	:	3	5	N-U-S-U-S-S
6	Girona	3	2	1	10	:	8	2	11	1	1	1	4	:	4	4	2	1	0	6	:	4	7	U-U-S-S-S-N
7	Celta Vigo	3	0	3	11	:	8	3	9	2	0	1	4	:	2	6	1	0	2	7	:	6	3	S-N-S-N-N-S
8	Real Sociedad	2	3	1	10	:	7	3	9	1	2	0	6	:	4	5	1	1	1	4	:	3	4	U-U-S-N-U-S
9	FC Sevilla	3	0	3	8	:	11	-3	9	2	0	0	4	:	2	6	1	0	3	4	:	9	3	S-S-N-S-N-N
10	Getafe	2	2	2	10	:	8	2	8	2	0	1	7	:	4	6	0	2	1	3	:	4	2	N-S-U-S-U-N
11	Eibar	2	2	2	10	:	9	1	8	1	2	0	7	:	2	5	1	0	2	3	:	7	3	S-S-N-U-N-U
12	Espanyol	2	2	2	3	:	4	-1	8	2	1	1	2	:	2	7	0	1	1	1	:	2	1	S-N-N-S-U-U
13	Levante	1	3	2	6	:	10	-4	6	0	1	2	2	:	8	1	1	2	0	4	:	2	5	N-S-N-U-U-U
14	Malaga	2	0	4	7	:	12	-5	6	2	0	1	5	:	5	6	0	0	3	2	:	7	0	N-S-N-S-N-N
15	Leganes	2	0	4	4	:	9	-5	6	1	0	1	1	:	3	3	1	0	3	3	:	6	3	N-N-N-N-S-S
16	Deportivo	1	2	3	8	:	9	-1	5	0	1	2	3	:	5	1	1	1	1	5	:	4	4	U-N-N-S-N-U
17	At. Bilbao	1	2	3	5	:	9	-4	5	1	1	1	2	:	3	4	0	1	2	3	:	6	1	U-U-N-N-N-S
18	Real Betis	1	2	3	9	:	16	-7	5	1	2	1	9	:	10	5	0	0	2	0	:	6	0	U-N-U-N-S-N
19	Alaves	1	0	5	4	:	12	-8	3	1	0	3	3	:	6	3	0	0	2	1	:	6	0	N-N-S-N-N-N
20	Las Palmas	0	1	5	5	:	19	-14	1	0	0	3	3	:	10	0	0	1	2	2	:	9	1	U-N-N-N-N-N
