Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	1	0	14	:	2	12	16	3	0	0	9	:	1	9	2	1	0	5	:	1	7	S-S-S-U-S-S
2	Valencia	5	1	0	12	:	4	8	16	3	0	0	7	:	2	9	2	1	0	5	:	2	7	S-S-S-U-S-S
3	Real Madrid	5	0	1	18	:	7	11	15	3	0	0	13	:	4	9	2	0	1	5	:	3	6	S-S-S-N-S-S
4	At. Madrid	4	0	2	15	:	5	10	12	3	0	0	9	:	0	9	1	0	2	6	:	5	3	N-S-N-S-S-S
5	Girona	4	0	2	12	:	12	0	12	3	0	0	6	:	0	9	1	0	2	6	:	12	3	N-S-S-S-N-S
6	Real Betis	3	1	2	11	:	8	3	10	1	1	1	6	:	5	4	2	0	1	5	:	3	6	S-S-N-U-S-N
7	Villarreal	3	1	2	6	:	5	1	10	2	0	1	3	:	3	6	1	1	1	3	:	2	4	S-S-N-N-S-U
8	Getafe	3	0	3	9	:	6	3	9	2	0	1	6	:	1	6	1	0	2	3	:	5	3	S-N-N-S-N-S
9	Espanyol	2	3	1	5	:	6	-1	9	2	1	0	4	:	2	7	0	2	1	1	:	4	2	N-S-U-S-U-U
10	FC Sevilla	3	0	3	8	:	10	-2	9	1	0	2	4	:	7	3	2	0	1	4	:	3	6	N-N-S-S-N-S
11	Real Sociedad	2	1	3	8	:	7	1	7	2	0	1	6	:	3	6	0	1	2	2	:	4	1	N-N-S-U-N-S
12	At. Bilbao	2	1	3	5	:	8	-3	7	2	1	0	5	:	2	7	0	0	3	0	:	6	0	N-S-N-U-S-N
13	Celta Vigo	2	1	3	4	:	8	-4	7	2	1	0	4	:	1	7	0	0	3	0	:	7	0	U-N-S-N-S-N
14	Levante	2	1	3	4	:	8	-4	7	1	1	1	3	:	4	4	1	0	2	1	:	4	3	S-S-U-N-N-N
15	Leganes	2	1	3	5	:	10	-5	7	2	1	1	5	:	4	7	0	0	2	0	:	6	0	S-N-S-N-U-N
16	Alaves	2	0	4	5	:	12	-7	6	2	0	1	3	:	3	6	0	0	3	2	:	9	0	N-N-N-S-N-S
17	Eibar	1	1	4	4	:	9	-5	4	1	0	2	2	:	4	3	0	1	2	2	:	5	1	N-N-U-S-N-N
18	Las Palmas	0	3	3	4	:	8	-4	3	0	1	2	2	:	5	1	0	2	1	2	:	3	2	U-N-N-U-U-N
19	Deportivo	0	3	3	2	:	8	-6	3	0	3	0	2	:	2	3	0	0	3	0	:	6	0	U-N-U-N-U-N
20	Malaga	0	1	5	2	:	9	-7	1	0	0	3	1	:	5	0	0	1	2	1	:	4	1	U-N-N-N-N-N
