Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	1	0	18	:	4	14	16	2	1	0	9	:	2	7	3	0	0	9	:	2	9	S-S-S-S-S-U
2	At. Madrid	5	0	1	7	:	2	5	15	3	0	0	5	:	1	9	2	0	1	2	:	1	6	S-S-N-S-S-S
3	Eibar	4	1	1	11	:	5	6	13	3	0	1	9	:	4	9	1	1	0	2	:	1	4	N-S-S-S-U-S
4	At. Bilbao	3	3	0	7	:	2	5	12	1	2	0	2	:	0	5	2	1	0	5	:	2	7	U-S-S-U-S-U
5	Alaves	4	0	2	7	:	5	2	12	3	0	0	4	:	0	9	1	0	2	3	:	5	3	S-N-S-N-S-S
6	Getafe	3	1	2	4	:	3	1	10	3	1	0	4	:	0	10	0	0	2	0	:	3	0	S-N-S-N-U-S
7	Villarreal	3	1	2	5	:	6	-1	10	0	1	1	1	:	3	1	3	0	1	4	:	3	9	S-U-S-S-N-N
8	Girona	3	0	3	12	:	9	3	9	2	0	1	9	:	3	6	1	0	2	3	:	6	3	S-N-N-S-S-N
9	Real Betis	3	0	3	10	:	9	1	9	1	0	2	3	:	5	3	2	0	1	7	:	4	6	S-S-N-S-N-N
10	Valencia	3	0	3	7	:	7	0	9	2	0	1	4	:	3	6	1	0	2	3	:	4	3	S-S-N-N-S-N
11	Real Madrid	2	2	2	10	:	7	3	8	1	0	2	5	:	4	3	1	2	0	5	:	3	5	S-N-U-N-S-U
12	Celta Vigo	2	2	2	9	:	8	1	8	0	1	1	2	:	3	1	2	1	1	7	:	5	7	S-U-S-N-N-U
13	Espanyol	2	2	2	6	:	7	-1	8	1	1	1	2	:	2	4	1	1	1	4	:	5	4	U-S-S-U-N-N
14	Leganes	2	1	3	7	:	8	-1	7	2	0	1	5	:	4	6	0	1	2	2	:	4	1	N-N-S-U-N-S
15	Malaga	1	1	4	2	:	5	-3	4	0	1	2	0	:	3	1	1	0	2	2	:	2	3	N-N-N-N-S-U
16	Real Sociedad	1	1	4	6	:	10	-4	4	1	0	2	5	:	7	3	0	1	2	1	:	3	1	N-N-S-U-N-N
17	FC Sevilla	1	1	4	6	:	14	-8	4	1	1	1	5	:	5	4	0	0	3	1	:	9	0	N-N-N-U-N-S
18	Deportivo	1	1	4	4	:	12	-8	4	1	0	2	3	:	5	3	0	1	2	1	:	7	1	N-U-N-N-S-N
19	Las Palmas	1	1	4	4	:	14	-10	4	1	1	1	4	:	4	4	0	0	3	0	:	10	0	N-N-N-U-N-S
20	Levante	0	3	3	1	:	6	-5	3	0	1	2	1	:	3	1	0	2	1	0	:	3	2	N-N-U-U-N-U
