Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	1	0	18	:	4	14	16	2	0	0	5	:	1	6	3	1	0	13	:	3	10	U-S-S-S-S-S
2	At. Madrid	4	1	1	8	:	2	6	13	3	1	0	7	:	1	10	1	0	1	1	:	1	3	S-S-U-S-S-N
3	Celta Vigo	4	1	1	12	:	8	4	13	1	1	0	5	:	4	4	3	0	1	7	:	4	9	N-S-S-S-U-S
4	Villarreal	4	1	1	10	:	6	4	13	2	1	0	7	:	4	7	2	0	1	3	:	2	6	N-S-S-S-U-S
5	Real Madrid	3	2	1	18	:	8	10	11	1	0	1	7	:	2	3	2	2	0	11	:	6	8	S-U-S-S-N-U
6	Eibar	3	2	1	13	:	6	7	11	2	1	1	10	:	4	7	1	1	0	3	:	2	4	S-U-U-N-S-S
7	Alaves	3	1	2	7	:	7	0	10	3	1	0	6	:	3	10	0	0	2	1	:	4	0	S-N-U-S-N-S
8	At. Bilbao	2	3	1	8	:	6	2	9	1	1	0	3	:	1	4	1	2	1	5	:	5	5	N-U-U-U-S-S
9	Getafe	2	3	1	6	:	5	1	9	2	2	0	5	:	2	8	0	1	1	1	:	3	1	U-U-U-S-N-S
10	Real Betis	3	0	3	12	:	16	-4	9	2	0	2	5	:	10	6	1	0	1	7	:	6	3	S-N-N-S-S-N
11	Girona	2	2	2	11	:	7	4	8	2	0	0	8	:	0	6	0	2	2	3	:	7	2	S-U-U-S-N-N
12	Leganes	2	2	2	9	:	10	-1	8	2	0	1	5	:	5	6	0	2	1	4	:	5	2	N-U-S-U-N-S
13	Espanyol	2	2	2	6	:	8	-2	8	1	2	1	3	:	5	5	1	0	1	3	:	3	3	U-N-N-U-S-S
14	Real Sociedad	2	0	4	13	:	12	1	6	2	0	2	11	:	7	6	0	0	2	2	:	5	0	S-N-N-N-N-S
15	Valencia	2	0	4	6	:	10	-4	6	1	0	2	3	:	6	3	1	0	2	3	:	4	3	N-N-N-S-S-N
16	Las Palmas	2	0	4	4	:	14	-10	6	2	0	1	4	:	3	6	0	0	3	0	:	11	0	S-N-S-N-N-N
17	FC Sevilla	1	1	4	9	:	15	-6	4	0	1	1	4	:	6	1	1	0	3	5	:	9	3	N-U-S-N-N-N
18	Levante	0	3	3	5	:	10	-5	3	0	2	1	2	:	3	2	0	1	2	3	:	7	1	U-U-N-N-N-U
19	Malaga	0	2	4	1	:	5	-4	2	0	1	1	0	:	1	1	0	1	3	1	:	4	1	N-U-U-N-N-N
20	Deportivo	0	2	4	6	:	20	-14	2	0	1	2	4	:	7	1	0	1	2	2	:	13	1	N-U-N-N-U-N
