Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Madrid	5	1	0	23	:	9	14	16	2	0	0	9	:	2	6	3	1	0	14	:	7	10	S-S-S-S-U-S
2	At. Madrid	5	1	0	13	:	3	10	16	3	1	0	7	:	1	10	2	0	0	6	:	2	6	S-S-S-S-S-U
3	Barcelona	4	2	0	16	:	3	13	14	2	1	0	8	:	2	7	2	1	0	8	:	1	7	S-S-U-U-S-S
4	Villarreal	3	1	2	10	:	8	2	10	3	0	1	8	:	5	9	0	1	1	2	:	3	1	S-U-N-N-S-S
5	Celta Vigo	3	1	2	10	:	10	0	10	2	1	0	7	:	4	7	1	0	2	3	:	6	3	S-N-U-N-S-S
6	FC Sevilla	3	1	2	10	:	12	-2	10	1	1	1	4	:	6	4	2	0	1	6	:	6	6	N-S-S-N-U-S
7	Alaves	3	1	2	8	:	10	-2	10	2	1	0	5	:	3	7	1	0	2	3	:	7	3	N-S-S-S-N-U
8	Valencia	3	0	3	9	:	10	-1	9	2	0	1	6	:	6	6	1	0	2	3	:	4	3	S-S-S-N-N-N
9	Real Betis	3	0	3	10	:	14	-4	9	1	0	2	5	:	11	3	2	0	1	5	:	3	6	S-N-S-S-N-N
10	Eibar	2	2	2	8	:	7	1	8	1	1	1	6	:	4	4	1	1	1	2	:	3	4	N-N-S-S-U-U
11	Girona	2	2	2	7	:	8	-1	8	2	0	0	5	:	0	6	0	2	2	2	:	8	2	N-S-N-S-U-U
12	Las Palmas	2	2	2	4	:	6	-2	8	2	0	1	4	:	3	6	0	2	1	0	:	3	2	U-N-U-S-N-S
13	Getafe	1	4	1	6	:	4	2	7	1	2	0	5	:	2	5	0	2	1	1	:	2	2	N-S-U-U-U-U
14	Real Sociedad	2	0	4	14	:	13	1	6	2	0	1	9	:	2	6	0	0	3	5	:	11	0	N-S-N-S-N-N
15	At. Bilbao	1	3	2	5	:	8	-3	6	1	2	0	3	:	2	5	0	1	2	2	:	6	1	S-N-U-N-U-U
16	Leganes	1	2	3	4	:	9	-5	5	1	1	2	4	:	6	4	0	1	1	0	:	3	1	U-N-N-N-U-S
17	Espanyol	0	4	2	6	:	10	-4	4	0	2	1	2	:	5	2	0	2	1	4	:	5	2	U-U-U-U-N-N
18	Malaga	0	2	4	3	:	7	-4	2	0	1	2	1	:	3	1	0	1	2	2	:	4	1	N-N-N-N-U-U
19	Levante	0	2	4	6	:	14	-8	2	0	1	1	2	:	4	1	0	1	3	4	:	10	1	N-N-N-U-U-N
20	Deportivo	0	2	4	3	:	16	-13	2	0	2	1	2	:	3	2	0	0	3	1	:	13	0	U-N-N-N-U-N
