Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Barcelona	5	1	0	20	:	3	17	16	3	0	0	14	:	1	9	2	1	0	6	:	2	7	U-S-S-S-S-S
2	Valencia	4	2	0	18	:	8	10	14	2	1	0	8	:	2	7	2	1	0	10	:	6	7	S-S-S-S-U-U
3	Villarreal	4	1	1	11	:	6	5	13	2	1	0	6	:	1	7	2	0	1	5	:	5	6	S-S-N-U-S-S
4	Real Madrid	4	1	1	10	:	5	5	13	1	1	1	3	:	2	4	3	0	0	7	:	3	9	S-S-S-N-S-U
5	FC Sevilla	4	0	2	7	:	3	4	12	3	0	0	6	:	0	9	1	0	2	1	:	3	3	N-S-N-S-S-S
6	At. Madrid	3	3	0	6	:	2	4	12	2	1	0	4	:	1	7	1	2	0	2	:	1	5	U-U-S-S-S-U
7	Celta Vigo	3	2	1	15	:	8	7	11	1	2	0	5	:	4	5	2	0	1	10	:	4	6	S-U-S-U-N-S
8	Real Betis	3	1	2	15	:	14	1	10	2	0	1	9	:	7	6	1	1	1	6	:	7	4	N-U-S-S-S-N
9	Leganes	2	2	2	5	:	3	2	8	0	2	1	1	:	2	2	2	0	1	4	:	1	6	S-U-S-U-N-N
10	Espanyol	2	2	2	6	:	9	-3	8	2	1	0	6	:	2	7	0	1	2	0	:	7	1	U-N-S-U-S-N
11	Getafe	2	1	3	10	:	8	2	7	1	0	2	6	:	4	3	1	1	1	4	:	4	4	N-N-S-U-N-S
12	At. Bilbao	2	1	3	9	:	9	0	7	2	0	1	4	:	2	6	0	1	2	5	:	7	1	S-N-U-N-N-S
13	Real Sociedad	2	1	3	13	:	15	-2	7	0	1	2	7	:	10	1	2	0	1	6	:	5	6	S-U-N-N-N-S
14	Deportivo	2	1	3	7	:	11	-4	7	2	0	1	5	:	5	6	0	1	2	2	:	6	1	U-S-N-S-N-N
15	Levante	1	3	2	5	:	8	-3	6	1	1	1	4	:	3	4	0	2	1	1	:	5	2	U-N-N-S-U-U
16	Las Palmas	2	0	4	6	:	12	-6	6	1	0	2	3	:	7	3	1	0	2	3	:	5	3	N-N-N-N-S-S
17	Eibar	1	1	4	2	:	16	-14	4	1	1	1	1	:	4	4	0	0	3	1	:	12	0	U-N-N-N-S-N
18	Alaves	1	0	5	3	:	9	-6	3	0	0	3	1	:	7	0	1	0	2	2	:	2	3	N-S-N-N-N-N
19	Girona	0	2	4	4	:	11	-7	2	0	0	3	1	:	6	0	0	2	1	3	:	5	2	N-U-N-U-N-N
20	Malaga	0	1	5	4	:	16	-12	1	0	1	2	4	:	8	1	0	0	3	0	:	8	0	N-N-U-N-N-N
