Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Real Betis	6	0	0	11	:	1	10	18	3	0	0	6	:	0	9	3	0	0	5	:	1	9	S-S-S-S-S-S
2	Real Madrid	4	2	0	15	:	7	8	14	1	2	0	8	:	5	5	3	0	0	7	:	2	9	U-S-U-S-S-S
3	Barcelona	4	2	0	13	:	6	7	14	3	0	0	7	:	2	9	1	2	0	6	:	4	5	U-S-S-U-S-S
4	Levante	4	1	1	7	:	6	1	13	3	0	0	5	:	2	9	1	1	1	2	:	4	4	S-N-S-U-S-S
5	Valencia	4	0	2	9	:	5	4	12	2	0	1	5	:	3	6	2	0	1	4	:	2	6	N-N-S-S-S-S
6	Real Sociedad	3	1	2	11	:	4	7	10	2	0	1	9	:	2	6	1	1	1	2	:	2	4	S-S-S-U-N-N
7	At. Madrid	3	1	2	9	:	6	3	10	3	0	0	7	:	0	9	0	1	2	2	:	6	1	N-S-U-S-N-S
8	Villarreal	3	1	2	9	:	8	1	10	2	0	1	5	:	5	6	1	1	1	4	:	3	4	S-U-N-N-S-S
9	Getafe	3	0	3	5	:	6	-1	9	1	0	2	1	:	2	3	2	0	1	4	:	4	6	S-S-N-N-S-N
10	At. Bilbao	2	2	2	9	:	8	1	8	1	1	1	5	:	4	4	1	1	1	4	:	4	4	U-N-S-U-N-S
11	Deportivo	2	2	2	7	:	8	-1	8	1	2	0	4	:	3	5	1	0	2	3	:	5	3	U-S-S-N-U-N
12	Alaves	2	1	3	6	:	8	-2	7	1	0	2	4	:	5	3	1	1	1	2	:	3	4	N-S-S-U-N-N
13	Girona	2	1	3	8	:	14	-6	7	1	1	1	3	:	2	4	1	0	2	5	:	12	3	S-N-N-U-N-S
14	Celta Vigo	1	3	2	7	:	7	0	6	1	2	0	6	:	2	5	0	1	2	1	:	5	1	U-N-S-U-U-N
15	Leganes	2	0	4	5	:	9	-4	6	2	0	1	3	:	2	6	0	0	3	2	:	7	0	N-S-N-N-S-N
16	Malaga	1	1	4	4	:	8	-4	4	1	0	2	2	:	4	3	0	1	2	2	:	4	1	N-N-N-S-U-N
17	Eibar	1	1	4	3	:	7	-4	4	0	1	2	1	:	3	1	1	0	2	2	:	4	3	S-N-N-U-N-N
18	Espanyol	1	1	4	2	:	7	-5	4	1	1	1	2	:	2	4	0	0	3	0	:	5	0	N-N-N-U-N-S
19	FC Sevilla	0	3	3	5	:	12	-7	3	0	2	1	4	:	6	2	0	1	2	1	:	6	1	U-U-N-U-N-N
20	Las Palmas	0	1	5	2	:	10	-8	1	0	0	3	0	:	6	0	0	1	2	2	:	4	1	N-N-N-N-U-N
