Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	5	1	0	22	:	1	21	16	3	0	0	17	:	0	9	2	1	0	5	:	1	7	S-S-S-S-S-U
2	Bremen	5	1	0	15	:	4	11	16	2	0	0	5	:	0	6	3	1	0	10	:	4	10	S-S-U-S-S-S
3	Hoffenheim	4	2	0	13	:	5	8	14	3	0	0	8	:	2	9	1	2	0	5	:	3	5	S-S-U-S-U-S
4	Dortmund	4	1	1	15	:	5	10	13	3	0	0	10	:	2	9	1	1	1	5	:	3	4	U-S-N-S-S-S
5	Hamburg	3	2	1	7	:	12	-5	11	3	1	0	7	:	4	10	0	1	1	0	:	8	1	S-U-S-S-N-U
6	Leipzig	3	1	2	11	:	8	3	10	2	0	1	7	:	2	6	1	1	1	4	:	6	4	S-N-N-U-S-S
7	Schalke	2	3	1	9	:	7	2	9	1	2	0	5	:	2	5	1	1	1	4	:	5	4	U-S-S-N-U-U
8	Wolfsburg	2	2	2	7	:	9	-2	8	1	0	1	2	:	2	3	1	2	1	5	:	7	5	U-S-S-U-N-N
9	M'gladbach	2	1	3	8	:	7	1	7	1	0	2	5	:	5	3	1	1	1	3	:	2	4	U-N-N-S-S-N
10	Hertha	2	1	3	8	:	10	-2	7	2	1	1	6	:	5	7	0	0	2	2	:	5	0	N-N-S-N-S-U
11	Ingolstadt	2	1	3	8	:	11	-3	7	1	1	1	4	:	5	4	1	0	2	4	:	6	3	S-N-U-N-N-S
12	Freiburg	1	3	2	8	:	13	-5	6	0	1	2	3	:	9	1	1	2	0	5	:	4	5	N-U-U-S-N-U
13	Köln	1	2	3	9	:	13	-4	5	1	1	1	5	:	6	4	0	1	2	4	:	7	1	N-S-U-N-N-U
14	Leverkusen	1	2	3	9	:	14	-5	5	0	2	1	4	:	6	2	1	0	2	5	:	8	3	U-N-U-N-N-S
15	Augsburg	1	2	3	6	:	16	-10	5	0	2	1	4	:	6	2	1	0	2	2	:	10	3	N-U-N-U-S-N
16	Mainz	1	1	4	5	:	8	-3	4	0	1	2	1	:	4	1	1	0	2	4	:	4	3	N-N-N-U-S-N
17	Darmstadt	1	0	5	3	:	12	-9	3	1	0	1	3	:	3	3	0	0	4	0	:	9	0	N-N-S-N-N-N
18	Frankfurt	0	2	4	1	:	9	-8	2	0	2	2	1	:	4	2	0	0	2	0	:	5	0	U-U-N-N-N-N
