Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	5	0	1	14	:	3	11	15	3	0	0	10	:	1	9	2	0	1	4	:	2	6	S-S-S-S-S-N
2	Leipzig	4	0	2	11	:	8	3	12	2	0	0	4	:	1	6	2	0	2	7	:	7	6	N-S-N-S-S-S
3	Frankfurt	3	2	1	8	:	4	4	11	2	1	0	5	:	1	7	1	1	1	3	:	3	4	S-N-U-U-S-S
4	Hamburg	3	2	1	10	:	8	2	11	2	1	0	5	:	3	7	1	1	1	5	:	5	4	S-N-S-S-U-U
5	Hertha	3	1	2	7	:	6	1	10	2	0	1	4	:	2	6	1	1	1	3	:	4	4	S-N-N-S-S-U
6	Ingolstadt	3	1	2	7	:	6	1	10	1	1	1	3	:	3	4	2	0	1	4	:	3	6	N-S-S-N-U-S
7	Dortmund	2	3	1	10	:	7	3	9	2	1	0	6	:	2	7	0	2	1	4	:	5	2	U-U-U-S-N-S
8	Bremen	2	3	1	8	:	7	1	9	1	1	1	4	:	4	4	1	2	0	4	:	3	5	U-U-S-S-U-N
9	Hoffenheim	1	5	0	10	:	6	4	8	1	3	0	9	:	5	6	0	2	0	1	:	1	2	U-U-U-S-U-U
10	Freiburg	2	2	2	8	:	11	-3	8	1	0	1	2	:	4	3	1	2	1	6	:	7	5	S-U-S-U-N-N
11	Schalke	2	1	3	7	:	7	0	7	1	1	1	4	:	3	4	1	0	2	3	:	4	3	N-U-N-N-S-S
12	Augsburg	1	4	1	3	:	3	0	7	1	2	0	2	:	1	5	0	2	1	1	:	2	2	U-S-N-U-U-U
13	Köln	1	4	1	5	:	8	-3	7	0	3	0	2	:	2	3	1	1	1	3	:	6	4	U-U-U-N-U-S
14	Wolfsburg	2	1	3	6	:	11	-5	7	1	0	2	3	:	4	3	1	1	1	3	:	7	4	S-S-N-N-U-N
15	Mainz	2	0	4	9	:	12	-3	6	2	0	1	8	:	6	6	0	0	3	1	:	6	0	N-S-N-N-N-S
16	Leverkusen	1	2	3	7	:	9	-2	5	0	1	2	4	:	6	1	1	1	1	3	:	3	4	U-N-S-U-N-N
17	M'gladbach	1	1	4	5	:	10	-5	4	1	1	2	4	:	5	4	0	0	2	1	:	5	0	N-N-S-N-U-N
18	Darmstadt	0	0	6	1	:	10	-9	0	0	0	3	0	:	4	0	0	0	3	1	:	6	0	N-N-N-N-N-N
