Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	6	0	0	16	:	3	13	18	2	0	0	8	:	0	6	4	0	0	8	:	3	12	S-S-S-S-S-S
2	Leipzig	4	0	2	9	:	6	3	12	4	0	0	9	:	2	12	0	0	2	0	:	4	0	S-S-N-S-N-S
3	Freiburg	3	2	1	8	:	6	2	11	2	0	1	4	:	3	6	1	2	0	4	:	3	5	S-N-S-U-S-U
4	Dortmund	2	4	0	11	:	7	4	10	1	1	0	5	:	2	4	1	3	0	6	:	5	6	U-S-U-U-U-S
5	Hoffenheim	2	3	1	10	:	5	5	9	1	2	0	7	:	3	5	1	1	1	3	:	2	4	N-S-U-U-U-S
6	Ingolstadt	3	0	3	8	:	7	1	9	2	0	1	5	:	3	6	1	0	2	3	:	4	3	S-N-N-S-S-N
7	Hamburg	3	0	3	7	:	8	-1	9	2	0	0	3	:	1	6	1	0	3	4	:	7	3	N-N-S-N-S-S
8	Wolfsburg	3	0	3	7	:	11	-4	9	2	0	2	5	:	5	6	1	0	1	2	:	6	3	N-S-S-S-N-N
9	Leverkusen	2	2	2	9	:	8	1	8	1	1	2	7	:	7	4	1	1	0	2	:	1	4	N-S-U-N-S-U
10	Bremen	2	2	2	7	:	7	0	8	1	1	2	5	:	6	4	1	1	0	2	:	1	4	N-N-U-U-S-S
11	Frankfurt	2	2	2	5	:	5	0	8	1	1	0	3	:	0	4	1	1	2	2	:	5	4	S-N-S-N-U-U
12	Augsburg	2	2	2	5	:	6	-1	8	1	1	1	2	:	3	4	1	1	1	3	:	3	4	S-N-U-S-N-U
13	Köln	1	4	1	9	:	8	1	7	0	2	0	2	:	2	2	1	2	1	7	:	6	5	S-U-U-U-U-N
14	M'gladbach	2	1	3	6	:	9	-3	7	1	0	1	2	:	2	3	1	1	2	4	:	7	4	S-U-N-N-S-N
15	Hertha	2	0	4	7	:	10	-3	6	1	0	1	2	:	1	3	1	0	3	5	:	9	3	N-N-S-N-N-S
16	Mainz	1	2	3	5	:	9	-4	5	1	2	1	5	:	5	5	0	0	2	0	:	4	0	U-U-N-S-N-N
17	Schalke	1	1	4	4	:	7	-3	4	1	1	2	2	:	3	4	0	0	2	2	:	4	0	N-S-N-U-N-N
18	Darmstadt	0	1	5	1	:	12	-11	1	0	1	3	1	:	9	1	0	0	2	0	:	3	0	N-U-N-N-N-N
