Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	4	2	0	18	:	2	16	14	2	1	0	12	:	1	7	2	1	0	6	:	1	7	S-S-S-U-S-U
2	Hamburg	4	1	1	9	:	11	-2	13	3	1	0	6	:	3	10	1	0	1	3	:	8	3	S-S-N-U-S-S
3	Dortmund	4	0	2	15	:	6	9	12	3	0	0	10	:	2	9	1	0	2	5	:	4	3	N-S-S-S-N-S
4	M'gladbach	4	0	2	12	:	6	6	12	2	0	1	8	:	4	6	2	0	1	4	:	2	6	N-S-S-N-S-S
5	Hoffenheim	3	2	1	14	:	6	8	11	3	0	0	11	:	2	9	0	2	1	3	:	4	2	U-S-U-S-N-S
6	Bremen	3	1	2	9	:	6	3	10	1	0	1	2	:	1	3	2	1	1	7	:	5	7	U-S-S-S-N-N
7	Hertha	3	1	2	6	:	5	1	10	3	1	0	6	:	2	10	0	0	2	0	:	3	0	S-N-S-U-N-S
8	Schalke	2	3	1	10	:	7	3	9	2	1	0	6	:	1	7	0	2	1	4	:	6	2	S-N-U-U-S-U
9	Freiburg	2	2	2	7	:	11	-4	8	1	1	1	3	:	5	4	1	1	1	4	:	6	4	U-S-N-U-S-N
10	Leverkusen	2	1	3	9	:	11	-2	7	1	1	1	4	:	3	4	1	0	2	5	:	8	3	U-N-N-S-S-N
11	Leipzig	2	1	3	7	:	9	-2	7	1	0	2	3	:	5	3	1	1	1	4	:	4	4	N-U-S-S-N-N
12	Mainz	2	1	3	6	:	9	-3	7	1	1	1	3	:	3	4	1	0	2	3	:	6	3	N-U-S-N-S-N
13	Wolfsburg	2	1	3	5	:	8	-3	7	1	0	1	3	:	3	3	1	1	2	2	:	5	4	S-U-N-N-S-N
14	Augsburg	2	1	3	8	:	13	-5	7	1	1	1	6	:	7	4	1	0	2	2	:	6	3	N-U-S-N-N-S
15	Darmstadt	2	0	4	5	:	10	-5	6	2	0	1	5	:	4	6	0	0	3	0	:	6	0	S-N-N-N-S-N
16	Köln	1	2	3	6	:	11	-5	5	1	1	1	2	:	4	4	0	1	2	4	:	7	1	U-N-N-U-N-S
17	Ingolstadt	1	1	4	6	:	12	-6	4	0	1	2	2	:	6	1	1	0	2	4	:	6	3	U-N-N-S-N-N
18	Frankfurt	1	0	5	3	:	12	-9	3	1	0	2	3	:	4	3	0	0	3	0	:	8	0	N-N-N-N-N-S
