Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	4	2	0	12	:	4	8	14	3	1	0	9	:	2	10	1	1	0	3	:	2	4	S-U-U-S-S-S
2	Leipzig	4	2	0	12	:	4	8	14	2	1	0	6	:	3	7	2	1	0	6	:	1	7	S-S-S-U-U-S
3	Hoffenheim	4	2	0	10	:	4	6	14	2	1	0	4	:	2	7	2	1	0	6	:	2	7	S-S-S-S-U-U
4	Dortmund	3	2	1	18	:	8	10	11	2	1	0	10	:	2	7	1	1	1	8	:	6	4	U-U-N-S-S-S
5	Frankfurt	3	2	1	12	:	7	5	11	1	2	0	7	:	6	5	2	0	1	5	:	1	6	S-U-N-U-S-S
6	Köln	3	2	1	11	:	6	5	11	2	1	0	6	:	2	7	1	1	1	5	:	4	4	N-S-U-U-S-S
7	Hertha	3	2	1	10	:	8	2	11	3	0	0	6	:	1	9	0	2	1	4	:	7	2	S-U-S-U-N-S
8	Mainz	3	1	2	9	:	9	0	10	1	0	1	4	:	4	3	2	1	1	5	:	5	7	N-S-U-N-S-S
9	Freiburg	3	0	3	6	:	9	-3	9	3	0	0	4	:	1	9	0	0	3	2	:	8	0	S-N-S-N-S-N
10	M'gladbach	2	2	2	7	:	8	-1	8	2	1	0	6	:	1	7	0	1	2	1	:	7	1	N-U-N-S-U-S
11	Schalke	2	1	3	10	:	8	2	7	2	0	1	8	:	3	6	0	1	2	2	:	5	1	S-U-S-N-N-N
12	Leverkusen	2	1	3	7	:	9	-2	7	1	1	1	2	:	3	4	1	0	2	5	:	6	3	N-N-S-S-U-N
13	Bremen	2	1	3	9	:	13	-4	7	2	0	1	5	:	4	6	0	1	2	4	:	9	1	N-S-U-S-N-N
14	Augsburg	1	2	3	5	:	8	-3	5	1	1	1	3	:	4	4	0	1	2	2	:	4	1	N-U-N-S-U-N
15	Darmstadt	1	2	3	7	:	13	-6	5	1	2	0	6	:	4	5	0	0	3	1	:	9	0	S-N-U-N-U-N
16	Wolfsburg	0	2	4	3	:	11	-8	2	0	1	2	1	:	6	1	0	1	2	2	:	5	1	N-N-U-N-N-U
17	Ingolstadt	0	1	5	6	:	14	-8	1	0	1	2	4	:	7	1	0	0	3	2	:	7	0	U-N-N-N-N-N
18	Hamburg	0	1	5	0	:	11	-11	1	0	0	3	0	:	8	0	0	1	2	0	:	3	1	N-U-N-N-N-N
