Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	M'gladbach	5	0	1	14	:	6	8	15	2	0	1	8	:	4	6	3	0	0	6	:	2	9	S-S-N-S-S-S
2	B. München	4	2	0	17	:	3	14	14	1	1	0	9	:	1	4	3	1	0	8	:	2	10	S-S-U-S-U-S
3	Dortmund	4	1	1	15	:	5	10	13	3	0	0	10	:	2	9	1	1	1	5	:	3	4	S-S-S-N-S-U
4	Hoffenheim	3	1	2	14	:	7	7	10	3	0	0	11	:	2	9	0	1	2	3	:	5	1	S-U-S-N-S-N
5	Leipzig	3	1	2	9	:	9	0	10	2	0	1	5	:	5	6	1	1	1	4	:	4	4	U-S-S-N-N-S
6	Augsburg	3	1	2	10	:	11	-1	10	1	1	1	6	:	7	4	2	0	1	4	:	4	6	U-S-N-N-S-S
7	Freiburg	3	1	2	8	:	11	-3	10	2	0	1	4	:	5	6	1	1	1	4	:	6	4	S-N-U-S-N-S
8	Hamburg	3	1	2	8	:	13	-5	10	2	1	0	4	:	2	7	1	0	2	4	:	11	3	S-N-U-S-S-N
9	Bremen	3	0	3	9	:	7	2	9	1	0	2	3	:	3	3	2	0	1	6	:	4	6	S-S-S-N-N-N
10	Mainz	2	2	2	6	:	8	-2	8	1	2	1	4	:	4	5	1	0	1	2	:	4	3	U-S-N-S-N-U
11	Köln	2	1	3	10	:	10	0	7	1	1	1	2	:	4	4	1	0	2	8	:	6	3	N-N-U-N-S-S
12	Hertha	2	1	3	5	:	6	-1	7	2	1	0	4	:	1	7	0	0	3	1	:	5	0	N-S-U-N-S-N
13	Schalke	1	3	2	7	:	8	-1	6	1	1	1	3	:	2	4	0	2	1	4	:	6	2	N-U-U-S-U-N
14	Leverkusen	2	0	4	10	:	13	-3	6	1	0	2	5	:	5	3	1	0	2	5	:	8	3	N-N-S-S-N-N
15	Ingolstadt	2	0	4	7	:	11	-4	6	1	0	2	3	:	5	3	1	0	2	4	:	6	3	N-N-S-N-N-S
16	Frankfurt	2	0	4	4	:	9	-5	6	1	0	2	3	:	4	3	1	0	2	1	:	5	3	N-N-N-N-S-S
17	Wolfsburg	1	1	4	5	:	10	-5	4	1	0	2	4	:	5	3	0	1	2	1	:	5	1	U-N-N-S-N-N
18	Darmstadt	1	0	5	4	:	15	-11	3	1	0	2	4	:	9	3	0	0	3	0	:	6	0	N-N-N-S-N-N
