Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	5	0	1	17	:	2	15	15	3	0	0	13	:	1	9	2	0	1	4	:	1	6	S-N-S-S-S-S
2	Bremen	4	2	0	16	:	5	11	14	3	0	0	8	:	0	9	1	2	0	8	:	5	5	U-S-S-S-U-S
3	Hoffenheim	4	1	1	12	:	6	6	13	3	0	0	7	:	2	9	1	1	1	5	:	4	4	N-S-S-S-U-S
4	Hamburg	4	1	1	7	:	6	1	13	4	0	0	7	:	3	12	0	1	1	0	:	3	1	S-N-S-U-S-S
5	Freiburg	3	2	1	8	:	8	0	11	1	1	1	4	:	6	4	2	1	0	4	:	2	7	S-S-N-U-U-S
6	Dortmund	3	1	2	13	:	9	4	10	3	0	0	10	:	2	9	0	1	2	3	:	7	1	N-S-U-S-N-S
7	Schalke	3	1	2	11	:	9	2	10	2	1	0	8	:	2	7	1	0	2	3	:	7	3	S-N-U-S-S-N
8	Leipzig	3	1	2	10	:	8	2	10	2	0	1	5	:	1	6	1	1	1	5	:	7	4	S-S-S-N-N-U
9	M'gladbach	3	1	2	9	:	7	2	10	2	0	1	5	:	3	6	1	1	1	4	:	4	4	S-S-U-N-N-S
10	Ingolstadt	3	1	2	12	:	13	-1	10	2	1	0	7	:	5	7	1	0	2	5	:	8	3	S-S-S-N-U-N
11	Wolfsburg	2	2	2	7	:	9	-2	8	1	0	1	1	:	1	3	1	2	1	6	:	8	5	N-N-U-S-S-U
12	Köln	2	1	3	10	:	12	-2	7	2	0	2	7	:	8	6	0	1	1	3	:	4	1	N-S-N-S-U-N
13	Hertha	2	0	4	7	:	10	-3	6	2	0	1	5	:	4	6	0	0	3	2	:	6	0	S-N-N-N-S-N
14	Leverkusen	1	2	3	8	:	12	-4	5	0	2	0	4	:	4	2	1	0	3	4	:	8	3	N-S-U-N-U-N
15	Frankfurt	0	3	3	3	:	8	-5	3	0	3	1	3	:	4	3	0	0	2	0	:	4	0	U-N-U-U-N-N
16	Darmstadt	1	0	5	4	:	13	-9	3	1	0	1	2	:	3	3	0	0	4	2	:	10	0	N-N-N-N-S-N
17	Augsburg	0	2	4	5	:	17	-12	2	0	2	1	5	:	6	2	0	0	3	0	:	11	0	N-N-N-U-N-U
18	Mainz	0	1	5	5	:	10	-5	1	0	1	2	3	:	5	1	0	0	3	2	:	5	0	N-N-N-N-N-U
