Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	4	2	0	16	:	4	12	14	1	1	0	9	:	1	4	3	1	0	7	:	3	10	S-U-S-U-S-S
2	Dortmund	4	1	1	11	:	4	7	13	2	0	0	4	:	0	6	2	1	1	7	:	4	7	S-S-N-S-U-S
3	M'gladbach	4	1	1	10	:	4	6	13	1	0	1	4	:	2	3	3	1	0	6	:	2	10	S-N-S-S-S-U
4	Leipzig	4	0	2	10	:	7	3	12	3	0	1	8	:	5	9	1	0	1	2	:	2	3	S-S-N-N-S-S
5	Hoffenheim	3	1	2	11	:	5	6	10	2	0	0	6	:	0	6	1	1	2	5	:	5	4	U-S-N-S-N-S
6	Leverkusen	3	0	3	11	:	8	3	9	2	0	2	8	:	6	6	1	0	1	3	:	2	3	N-S-S-N-N-S
7	Schalke	2	3	1	6	:	4	2	9	2	1	1	4	:	2	7	0	2	0	2	:	2	2	U-U-S-U-N-S
8	Augsburg	3	0	3	8	:	11	-3	9	1	0	2	4	:	7	3	2	0	1	4	:	4	6	S-N-N-S-S-N
9	Köln	2	2	2	10	:	7	3	8	1	1	0	2	:	1	4	1	1	2	8	:	6	4	N-U-N-S-S-U
10	Mainz	2	2	2	5	:	7	-2	8	1	2	1	3	:	3	5	1	0	1	2	:	4	3	S-N-S-N-U-U
11	Hertha	2	1	3	6	:	8	-2	7	2	1	0	4	:	1	7	0	0	3	2	:	7	0	S-U-N-S-N-N
12	Freiburg	2	1	3	7	:	12	-5	7	2	0	2	5	:	7	6	0	1	1	2	:	5	1	N-U-S-N-S-N
13	Hamburg	2	1	3	7	:	14	-7	7	1	1	0	3	:	2	4	1	0	3	4	:	12	3	N-U-S-S-N-N
14	Bremen	2	0	4	8	:	9	-1	6	0	0	3	2	:	5	0	2	0	1	6	:	4	6	S-S-N-N-N-N
15	Ingolstadt	2	0	4	5	:	7	-2	6	1	0	2	3	:	5	3	1	0	2	2	:	2	3	N-S-N-N-S-N
16	Wolfsburg	2	0	4	5	:	9	-4	6	2	0	2	5	:	5	6	0	0	2	0	:	4	0	N-N-S-N-N-S
17	Frankfurt	2	0	4	3	:	10	-7	6	1	0	1	2	:	2	3	1	0	3	1	:	8	3	N-N-N-S-S-N
18	Darmstadt	1	1	4	4	:	13	-9	4	1	1	2	4	:	9	4	0	0	2	0	:	4	0	N-N-S-N-N-U
