Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Leipzig	5	0	1	14	:	6	8	15	3	0	0	7	:	2	9	2	0	1	7	:	4	6	S-N-S-S-S-S
2	B. München	4	1	1	12	:	4	8	13	2	1	0	8	:	2	7	2	0	1	4	:	2	6	S-S-S-S-N-U
3	Dortmund	3	2	1	14	:	8	6	11	2	0	0	5	:	1	6	1	2	1	9	:	7	5	U-U-S-N-S-S
4	Frankfurt	3	2	1	6	:	4	2	11	2	1	0	3	:	1	7	1	1	1	3	:	3	4	N-U-U-S-S-S
5	Schalke	3	1	2	9	:	6	3	10	2	1	1	7	:	4	7	1	0	1	2	:	2	3	U-N-N-S-S-S
6	Hertha	3	1	2	8	:	6	2	10	2	0	1	5	:	2	6	1	1	1	3	:	4	4	N-N-S-S-U-S
7	Ingolstadt	3	1	2	6	:	6	0	10	1	1	1	2	:	3	4	2	0	1	4	:	3	6	S-S-N-U-S-N
8	Augsburg	2	3	1	4	:	2	2	9	1	2	0	2	:	1	5	1	1	1	2	:	1	4	S-N-U-U-U-S
9	Hoffenheim	1	5	0	10	:	6	4	8	1	2	0	8	:	4	5	0	3	0	2	:	2	3	U-U-S-U-U-U
10	Bremen	2	2	2	8	:	9	-1	8	1	1	1	4	:	4	4	1	1	1	4	:	5	4	U-S-S-U-N-N
11	Hamburg	2	2	2	10	:	12	-2	8	1	1	1	5	:	7	4	1	1	1	5	:	5	4	N-S-S-U-U-N
12	Leverkusen	2	1	3	9	:	10	-1	7	1	1	2	7	:	8	4	1	0	1	2	:	2	3	N-S-U-N-N-S
13	Wolfsburg	2	1	3	7	:	10	-3	7	1	0	2	3	:	4	3	1	1	1	4	:	6	4	S-N-N-U-N-S
14	Mainz	2	0	4	10	:	12	-2	6	2	0	1	8	:	6	6	0	0	3	2	:	6	0	S-N-N-N-S-N
15	Köln	1	3	2	4	:	8	-4	6	0	2	0	1	:	1	2	1	1	2	3	:	7	4	U-U-N-U-S-N
16	Freiburg	1	2	3	6	:	13	-7	5	1	0	2	2	:	7	3	0	2	1	4	:	6	2	U-S-U-N-N-N
17	M'gladbach	1	1	4	4	:	11	-7	4	1	1	1	3	:	3	4	0	0	3	1	:	8	0	N-S-N-U-N-N
18	Darmstadt	0	0	6	3	:	11	-8	0	0	0	3	0	:	4	0	0	0	3	3	:	7	0	N-N-N-N-N-N
