Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	4	2	0	12	:	4	8	14	2	1	0	7	:	2	7	2	1	0	5	:	2	7	U-U-S-S-S-S
2	Leipzig	4	2	0	10	:	3	7	14	2	1	0	4	:	2	7	2	1	0	6	:	1	7	S-S-U-U-S-S
3	Köln	3	3	0	10	:	4	6	12	2	1	0	6	:	2	7	1	2	0	4	:	2	5	S-U-U-S-S-U
4	Hoffenheim	3	3	0	11	:	8	3	12	2	1	0	4	:	2	7	1	2	0	7	:	6	5	S-S-S-U-U-U
5	Mainz	3	2	1	13	:	10	3	11	1	1	1	8	:	8	4	2	1	0	5	:	2	7	S-U-N-S-S-U
6	Hertha	3	2	1	10	:	7	3	11	2	0	0	4	:	0	6	1	2	1	6	:	7	5	U-S-U-N-S-S
7	Dortmund	3	1	2	15	:	6	9	10	2	1	0	10	:	2	7	1	0	2	5	:	4	3	U-N-S-S-S-N
8	Leverkusen	3	1	2	10	:	7	3	10	2	1	0	5	:	1	7	1	0	2	5	:	6	3	N-S-S-U-N-S
9	Freiburg	3	0	3	7	:	9	-2	9	3	0	0	5	:	1	9	0	0	3	2	:	8	0	N-S-N-S-N-S
10	Frankfurt	2	2	2	9	:	8	1	8	1	2	0	7	:	6	5	1	0	2	2	:	2	3	U-N-U-S-S-N
11	M'gladbach	2	2	2	8	:	9	-1	8	2	1	0	6	:	1	7	0	1	2	2	:	8	1	U-N-S-U-S-N
12	Augsburg	2	2	2	6	:	7	-1	8	1	1	1	3	:	4	4	1	1	1	3	:	3	4	U-N-S-U-N-S
13	Bremen	2	1	3	9	:	12	-3	7	2	0	2	6	:	6	6	0	1	1	3	:	6	1	S-U-S-N-N-N
14	Darmstadt	1	2	3	5	:	12	-7	5	1	2	0	4	:	3	5	0	0	3	1	:	9	0	N-U-N-U-N-S
15	Schalke	1	1	4	7	:	10	-3	4	1	0	2	5	:	5	3	0	1	2	2	:	5	1	U-S-N-N-N-N
16	Wolfsburg	0	3	3	2	:	8	-6	3	0	2	2	1	:	6	2	0	1	1	1	:	2	1	N-U-N-N-U-U
17	Hamburg	0	1	5	1	:	11	-10	1	0	0	2	0	:	5	0	0	1	3	1	:	6	1	U-N-N-N-N-N
18	Ingolstadt	0	0	6	3	:	13	-10	0	0	0	3	1	:	6	0	0	0	3	2	:	7	0	N-N-N-N-N-N
