Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	5	1	0	14	:	3	11	16	2	1	0	9	:	1	7	3	0	0	5	:	2	9	U-S-S-S-S-S
2	Köln	2	4	0	10	:	4	6	10	1	2	0	3	:	2	5	1	2	0	7	:	2	5	S-S-U-U-U-U
3	M'gladbach	3	1	2	8	:	5	3	10	2	0	1	5	:	2	6	1	1	1	3	:	3	4	S-S-U-N-N-S
4	Dortmund	2	4	0	8	:	6	2	10	1	1	0	2	:	1	4	1	3	0	6	:	5	6	S-U-S-U-U-U
5	Frankfurt	3	1	2	6	:	4	2	10	2	1	0	5	:	0	7	1	0	2	1	:	4	3	S-S-N-S-N-U
6	Augsburg	3	1	2	7	:	7	0	10	2	0	1	4	:	4	6	1	1	1	3	:	3	4	S-S-N-U-S-N
7	Freiburg	3	1	2	7	:	8	-1	10	2	0	1	4	:	3	6	1	1	1	3	:	5	4	N-S-N-S-U-S
8	Hoffenheim	2	3	1	10	:	5	5	9	1	2	0	7	:	3	5	1	1	1	3	:	2	4	S-N-S-U-U-U
9	Ingolstadt	3	0	3	7	:	6	1	9	2	0	1	5	:	3	6	1	0	2	2	:	3	3	N-S-N-N-S-S
10	Leipzig	3	0	3	7	:	6	1	9	3	0	0	7	:	1	9	0	0	3	0	:	5	0	N-S-S-N-S-N
11	Hamburg	3	0	3	6	:	8	-2	9	3	0	0	4	:	1	9	0	0	3	2	:	7	0	S-N-N-S-N-S
12	Wolfsburg	3	0	3	5	:	9	-4	9	2	0	1	3	:	2	6	1	0	2	2	:	7	3	N-N-S-S-S-N
13	Leverkusen	2	1	3	8	:	8	0	7	1	0	2	6	:	6	3	1	1	1	2	:	2	4	N-N-S-U-N-S
14	Hertha	2	0	4	5	:	8	-3	6	2	0	1	3	:	1	6	0	0	3	2	:	7	0	S-N-N-S-N-N
15	Bremen	1	2	3	7	:	9	-2	5	0	1	2	3	:	5	1	1	1	1	4	:	4	4	N-N-N-U-U-S
16	Schalke	1	2	3	4	:	6	-2	5	1	1	2	2	:	3	4	0	1	1	2	:	3	1	U-N-S-N-U-N
17	Mainz	1	2	3	4	:	10	-6	5	1	2	0	4	:	2	5	0	0	3	0	:	8	0	N-U-U-N-S-N
18	Darmstadt	0	1	5	1	:	12	-11	1	0	1	2	1	:	7	1	0	0	3	0	:	5	0	N-N-U-N-N-N
