Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	5	1	0	13	:	1	12	16	3	0	0	9	:	0	9	2	1	0	4	:	1	7	S-S-S-S-S-U
2	Leverkusen	5	1	0	14	:	3	11	16	3	0	0	7	:	0	9	2	1	0	7	:	3	7	S-S-S-S-S-U
3	Dortmund	4	2	0	13	:	5	8	14	3	1	0	8	:	2	10	1	1	0	5	:	3	4	S-U-S-S-S-U
4	Hoffenheim	4	1	1	10	:	8	2	13	2	1	0	4	:	2	7	2	0	1	6	:	6	6	S-S-U-S-S-N
5	Darmstadt	2	4	0	9	:	6	3	10	1	2	0	6	:	4	5	1	2	0	3	:	2	5	S-S-U-U-U-U
6	Ingolstadt	2	2	2	9	:	8	1	8	2	1	0	7	:	3	7	0	1	2	2	:	5	1	N-S-S-N-U-U
7	Augsburg	2	2	2	11	:	13	-2	8	1	1	1	5	:	6	4	1	1	1	6	:	7	4	S-S-N-N-U-U
8	Köln	2	1	3	7	:	9	-2	7	0	0	3	1	:	6	0	2	1	0	6	:	3	7	S-N-U-N-S-N
9	Bremen	2	1	3	11	:	14	-3	7	2	1	1	9	:	6	7	0	0	2	2	:	8	0	S-N-N-U-N-S
10	Hertha	2	1	3	7	:	12	-5	7	2	1	0	6	:	3	7	0	0	3	1	:	9	0	N-U-N-S-S-N
11	Schalke	2	1	3	7	:	12	-5	7	1	1	0	4	:	3	4	1	0	3	3	:	9	3	N-U-N-S-N-S
12	M'gladbach	2	0	4	10	:	7	3	6	2	0	0	8	:	0	6	0	0	4	2	:	7	0	N-N-S-N-S-N
13	Mainz	1	3	2	8	:	9	-1	6	1	1	1	6	:	5	4	0	2	1	2	:	4	2	N-U-S-U-N-U
14	Hamburg	2	0	4	7	:	9	-2	6	1	0	2	4	:	5	3	1	0	2	3	:	4	3	N-N-S-N-N-S
15	Stuttgart	1	2	3	11	:	12	-1	5	1	0	2	6	:	6	3	0	2	1	5	:	6	2	N-N-U-N-U-S
16	Wolfsburg	1	2	3	6	:	10	-4	5	1	2	0	4	:	3	5	0	0	3	2	:	7	0	N-U-N-U-N-S
17	Hannover	1	1	4	5	:	12	-7	4	1	0	2	2	:	5	3	0	1	2	3	:	7	1	S-U-N-N-N-N
18	Frankfurt	1	1	4	2	:	10	-8	4	1	1	1	2	:	3	4	0	0	3	0	:	7	0	N-N-N-S-N-U
