Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	5	1	0	17	:	1	16	16	3	0	0	13	:	1	9	2	1	0	4	:	0	7	S-U-S-S-S-S
2	M'gladbach	5	1	0	17	:	4	13	16	2	1	0	5	:	1	7	3	0	0	12	:	3	9	U-S-S-S-S-S
3	Dortmund	4	1	1	16	:	11	5	13	2	1	0	10	:	5	7	2	0	1	6	:	6	6	S-S-S-S-N-U
4	Hertha	3	1	2	10	:	8	2	10	1	0	1	4	:	4	3	2	1	1	6	:	4	7	S-N-S-N-S-U
5	Wolfsburg	3	1	2	8	:	8	0	10	2	1	0	7	:	4	7	1	0	2	1	:	4	3	N-S-S-S-N-U
6	Hannover	3	1	2	7	:	7	0	10	1	0	2	3	:	5	3	2	1	0	4	:	2	7	N-S-N-S-S-U
7	Leverkusen	2	2	2	10	:	8	2	8	1	1	1	6	:	6	4	1	1	1	4	:	2	4	N-N-S-U-U-S
8	Köln	2	2	2	6	:	7	-1	8	0	2	1	1	:	2	2	2	0	1	5	:	5	6	S-U-N-N-S-U
9	Mainz	2	1	3	9	:	13	-4	7	1	0	3	3	:	8	3	1	1	0	6	:	5	4	S-U-N-N-S-N
10	Stuttgart	2	1	3	9	:	13	-4	7	2	0	1	4	:	3	6	0	1	2	5	:	10	1	N-S-N-S-U-N
11	Schalke	2	1	3	7	:	11	-4	7	1	1	1	3	:	5	4	1	0	2	4	:	6	3	N-U-N-S-N-S
12	Ingolstadt	1	3	2	4	:	4	0	6	1	0	1	2	:	1	3	0	3	1	2	:	3	3	U-U-N-N-S-U
13	Hoffenheim	1	3	2	7	:	8	-1	6	0	2	1	2	:	3	2	1	1	1	5	:	5	4	U-U-N-N-U-S
14	Bremen	2	0	4	6	:	10	-4	6	0	0	3	1	:	7	0	2	0	1	5	:	3	6	S-N-S-N-N-N
15	Frankfurt	1	3	2	4	:	9	-5	6	0	2	1	2	:	6	2	1	1	1	2	:	3	4	U-U-S-N-N-U
16	Darmstadt	1	2	3	7	:	9	-2	5	0	1	2	3	:	5	1	1	1	1	4	:	4	4	U-N-N-S-N-U
17	Hamburg	1	2	3	3	:	7	-4	5	0	1	2	1	:	3	1	1	1	1	2	:	4	4	U-N-S-U-N-N
18	Augsburg	0	2	4	7	:	16	-9	2	0	1	3	5	:	10	1	0	1	1	2	:	6	1	N-U-N-N-U-N
