Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	6	0	0	21	:	3	18	18	4	0	0	15	:	3	12	2	0	0	6	:	0	6	S-S-S-S-S-S
2	Schalke	4	0	2	6	:	7	-1	12	2	0	1	4	:	4	6	2	0	1	2	:	3	6	N-S-S-S-S-N
3	Dortmund	3	2	1	14	:	11	3	11	2	1	0	8	:	3	7	1	1	1	6	:	8	4	N-U-U-S-S-S
4	Ingolstadt	3	2	1	5	:	2	3	11	1	1	1	2	:	1	4	2	1	0	3	:	1	7	S-U-N-S-U-S
5	Hertha	3	1	2	9	:	7	2	10	3	0	0	7	:	1	9	0	1	2	2	:	6	1	S-U-S-N-S-N
6	Köln	3	1	2	9	:	10	-1	10	2	1	0	4	:	2	7	1	0	2	5	:	8	3	S-U-N-S-N-S
7	M'gladbach	3	0	3	10	:	9	1	9	2	0	1	6	:	5	6	1	0	2	4	:	4	3	S-S-S-N-N-N
8	Mainz	3	0	3	10	:	9	1	9	2	0	1	6	:	4	6	1	0	2	4	:	5	3	S-N-N-S-N-S
9	Frankfurt	2	2	2	11	:	8	3	8	1	1	0	7	:	3	4	1	1	2	4	:	5	4	N-U-N-U-S-S
10	Wolfsburg	2	2	2	7	:	8	-1	8	2	1	0	6	:	1	7	0	1	2	1	:	7	1	N-U-N-S-U-S
11	Darmstadt	2	2	2	7	:	9	-2	8	1	1	2	4	:	7	4	1	1	0	3	:	2	4	N-U-S-N-S-U
12	Hamburg	2	1	3	5	:	6	-1	7	0	1	1	0	:	1	1	2	0	2	5	:	5	6	N-N-S-U-S-N
13	Leverkusen	2	1	3	5	:	8	-3	7	1	1	1	2	:	2	4	1	0	2	3	:	6	3	U-S-S-N-N-N
14	Hoffenheim	1	3	2	8	:	10	-2	6	0	2	1	4	:	6	2	1	1	1	4	:	4	4	U-S-U-N-N-U
15	Bremen	2	0	4	6	:	9	-3	6	1	0	2	2	:	5	3	1	0	2	4	:	4	3	N-N-N-N-S-S
16	Augsburg	1	1	4	7	:	11	-4	4	1	0	2	3	:	4	3	0	1	2	4	:	7	1	U-N-N-S-N-N
17	Stuttgart	1	1	4	8	:	13	-5	4	0	0	3	2	:	8	0	1	1	1	6	:	5	4	U-N-S-N-N-N
18	Hannover	1	1	4	5	:	13	-8	4	1	0	2	4	:	7	3	0	1	2	1	:	6	1	S-U-N-N-N-N
