Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Dortmund	4	2	0	7	:	1	6	14	2	1	0	4	:	1	7	2	1	0	3	:	0	7	U-S-S-S-S-U
2	Mainz	4	1	1	10	:	6	4	13	2	1	0	5	:	2	7	2	0	1	5	:	4	6	U-S-S-N-S-S
3	Schalke	3	2	1	11	:	6	5	11	2	1	0	7	:	3	7	1	1	1	4	:	3	4	S-S-U-U-N-S
4	B. München	3	2	1	9	:	4	5	11	1	0	1	4	:	3	3	2	2	0	5	:	1	8	U-N-S-S-S-U
5	M'gladbach	3	1	2	15	:	8	7	10	3	0	0	10	:	1	9	0	1	2	5	:	7	1	N-S-U-S-N-S
6	Stuttgart	3	1	2	13	:	10	3	10	2	0	1	8	:	3	6	1	1	1	5	:	7	4	S-N-N-U-S-S
7	Wolfsburg	3	1	2	9	:	7	2	10	2	0	1	4	:	3	6	1	1	1	5	:	4	4	S-S-N-U-S-N
8	Hamburg	2	3	1	9	:	7	2	9	2	2	0	7	:	4	8	0	1	1	2	:	3	1	S-N-U-U-S-U
9	Ingolstadt	2	3	1	7	:	6	1	9	2	1	0	5	:	2	7	0	2	1	2	:	4	2	U-U-U-S-N-S
10	Bremen	2	2	2	12	:	12	0	8	1	2	0	7	:	4	5	1	0	2	5	:	8	3	S-S-U-N-U-N
11	Hertha	2	2	2	4	:	5	-1	8	1	2	0	3	:	1	5	1	0	2	1	:	4	3	N-S-S-U-N-U
12	Hoffenheim	2	1	3	8	:	14	-6	7	2	0	1	5	:	5	6	0	1	2	3	:	9	1	N-S-N-S-U-N
13	Köln	1	2	3	6	:	8	-2	5	1	0	2	4	:	5	3	0	2	1	2	:	3	2	N-U-N-N-S-U
14	Augsburg	1	2	3	9	:	12	-3	5	0	2	1	6	:	8	2	1	0	2	3	:	4	3	U-N-U-S-N-N
15	Darmstadt	1	2	3	6	:	9	-3	5	0	0	2	1	:	4	0	1	2	1	5	:	5	5	U-N-U-N-N-S
16	Leverkusen	1	2	3	7	:	12	-5	5	0	1	2	1	:	5	1	1	1	1	6	:	7	4	U-N-N-N-S-U
17	Frankfurt	0	3	3	4	:	10	-6	3	0	3	1	3	:	5	3	0	0	2	1	:	5	0	U-N-U-U-N-N
18	Hannover	1	0	5	3	:	12	-9	3	0	0	3	0	:	6	0	1	0	2	3	:	6	3	N-N-S-N-N-N
