Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Dortmund	5	0	1	18	:	9	9	15	3	0	0	12	:	4	9	2	0	1	6	:	5	6	S-S-N-S-S-S
2	M'gladbach	4	2	0	15	:	7	8	14	3	1	0	8	:	3	10	1	1	0	7	:	4	4	S-U-S-U-S-S
3	B. München	4	1	1	14	:	4	10	13	3	0	0	10	:	0	9	1	1	1	4	:	4	4	N-S-S-S-U-S
4	Hertha	4	0	2	8	:	8	0	12	2	0	1	4	:	5	6	2	0	1	4	:	3	6	S-N-S-S-N-S
5	Mainz	3	2	1	11	:	8	3	11	2	0	1	5	:	4	6	1	2	0	6	:	4	5	S-S-U-S-U-N
6	Wolfsburg	3	1	2	10	:	5	5	10	2	0	1	9	:	3	6	1	1	1	1	:	2	4	N-U-S-N-S-S
7	Hamburg	3	1	2	10	:	8	2	10	1	0	2	5	:	6	3	2	1	0	5	:	2	7	N-S-S-U-N-S
8	Augsburg	2	2	2	10	:	10	0	8	0	2	1	4	:	5	2	2	0	1	6	:	5	6	S-U-S-N-U-N
9	Leverkusen	2	1	3	11	:	11	0	7	1	1	1	6	:	6	4	1	0	2	5	:	5	3	N-U-S-N-N-S
10	Bremen	2	1	3	8	:	15	-7	7	0	0	2	2	:	6	0	2	1	1	6	:	9	7	U-N-N-S-N-S
11	Hannover	2	0	4	10	:	11	-1	6	1	0	2	6	:	5	3	1	0	2	4	:	6	3	N-S-N-N-S-N
12	Ingolstadt	1	3	2	5	:	8	-3	6	1	1	1	4	:	3	4	0	2	1	1	:	5	2	U-N-S-U-U-N
13	Köln	1	3	2	2	:	6	-4	6	0	2	1	0	:	1	2	1	1	1	2	:	5	4	N-U-U-S-U-N
14	Schalke	1	2	3	9	:	12	-3	5	1	1	1	5	:	5	4	0	1	2	4	:	7	1	S-U-N-N-U-N
15	Frankfurt	1	2	3	4	:	7	-3	5	0	1	2	1	:	4	1	1	1	1	3	:	3	4	N-N-N-U-U-S
16	Darmstadt	1	2	3	3	:	7	-4	5	0	2	1	1	:	2	2	1	0	2	2	:	5	3	S-U-N-U-N-N
17	Hoffenheim	0	4	2	4	:	6	-2	4	0	2	1	3	:	4	2	0	2	1	1	:	2	2	U-U-N-U-U-N
18	Stuttgart	1	1	4	7	:	17	-10	4	1	1	1	3	:	5	4	0	0	3	4	:	12	0	U-N-N-N-S-N
