Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Dortmund	4	2	0	12	:	5	7	14	2	1	0	5	:	2	7	2	1	0	7	:	3	7	U-S-S-S-U-S
2	B. München	4	1	1	11	:	3	8	13	2	0	1	7	:	2	6	2	1	0	4	:	1	7	S-S-S-S-U-N
3	Leverkusen	4	1	1	12	:	7	5	13	2	0	1	5	:	4	6	2	1	0	7	:	3	7	S-S-S-S-U-N
4	Hoffenheim	4	1	1	10	:	8	2	13	2	1	0	4	:	2	7	2	0	1	6	:	6	6	S-U-S-S-N-S
5	Schalke	3	1	2	10	:	11	-1	10	2	1	0	7	:	5	7	1	0	2	3	:	6	3	U-N-S-N-S-S
6	Hertha	3	1	2	8	:	10	-2	10	3	1	0	8	:	3	10	0	0	2	0	:	7	0	U-N-S-S-N-S
7	M'gladbach	3	0	3	14	:	5	9	9	3	0	0	12	:	0	9	0	0	3	2	:	5	0	N-S-N-S-N-S
8	Ingolstadt	2	3	1	10	:	7	3	9	2	2	0	8	:	4	8	0	1	1	2	:	3	1	S-S-N-U-U-U
9	Mainz	2	3	1	8	:	7	1	9	1	1	0	4	:	2	4	1	2	1	4	:	5	5	U-S-U-N-U-S
10	Wolfsburg	2	2	2	8	:	7	1	8	1	2	0	4	:	3	5	1	0	2	4	:	4	3	U-N-U-N-S-S
11	Bremen	2	1	3	12	:	13	-1	7	1	1	1	6	:	4	4	1	0	2	6	:	9	3	N-N-U-N-S-S
12	Darmstadt	1	4	1	7	:	8	-1	7	0	2	1	4	:	6	2	1	2	0	3	:	2	5	S-U-U-U-U-N
13	Hamburg	2	0	4	9	:	9	0	6	1	0	2	4	:	5	3	1	0	2	5	:	4	3	N-S-N-N-S-N
14	Köln	1	2	3	5	:	8	-3	5	0	0	3	1	:	6	0	1	2	0	4	:	2	5	N-U-N-S-N-U
15	Augsburg	1	2	3	11	:	15	-4	5	0	1	1	4	:	6	1	1	1	2	7	:	9	4	S-N-N-U-U-N
16	Stuttgart	1	2	3	11	:	15	-4	5	1	0	2	6	:	6	3	0	2	1	5	:	9	2	N-U-N-U-S-N
17	Frankfurt	1	1	4	2	:	9	-7	4	1	1	1	2	:	3	4	0	0	3	0	:	6	0	N-N-S-N-U-N
18	Hannover	0	1	5	3	:	16	-13	1	0	0	3	0	:	9	0	0	1	2	3	:	7	1	U-N-N-N-N-N
