Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Dortmund	5	0	1	16	:	6	10	15	3	0	0	10	:	2	9	2	0	1	6	:	4	6	S-S-N-S-S-S
2	B. München	5	0	1	10	:	4	6	15	3	0	0	6	:	0	9	2	0	1	4	:	4	6	S-S-S-S-N-S
3	Augsburg	3	3	0	4	:	1	3	12	1	2	0	2	:	1	5	2	1	0	2	:	0	7	U-U-S-S-S-U
4	Leverkusen	3	2	1	12	:	4	8	11	2	1	0	9	:	1	7	1	1	1	3	:	3	4	S-U-S-S-N-U
5	Hertha	3	2	1	11	:	6	5	11	2	1	0	4	:	1	7	1	1	1	7	:	5	4	U-U-S-S-S-N
6	Stuttgart	3	2	1	10	:	8	2	11	2	1	0	6	:	3	7	1	1	1	4	:	5	4	S-S-S-U-U-N
7	Schalke	3	1	2	9	:	7	2	10	2	0	1	5	:	4	6	1	1	1	4	:	3	4	S-N-S-N-S-U
8	Mainz	3	1	2	6	:	5	1	10	2	1	0	3	:	1	7	1	0	2	3	:	4	3	S-N-N-U-S-S
9	Frankfurt	2	1	3	7	:	10	-3	7	2	0	1	5	:	4	6	0	1	2	2	:	6	1	U-S-S-N-N-N
10	M'gladbach	2	1	3	10	:	15	-5	7	2	0	1	7	:	6	6	0	1	2	3	:	9	1	N-N-S-N-S-U
11	Darmstadt	2	1	3	5	:	10	-5	7	0	1	2	0	:	6	1	2	0	1	5	:	4	6	N-S-N-N-S-U
12	Bremen	1	3	2	10	:	11	-1	6	0	2	1	5	:	7	2	1	1	1	5	:	4	4	U-S-N-U-U-N
13	Hoffenheim	1	3	2	6	:	8	-2	6	1	2	0	5	:	4	5	0	1	2	1	:	4	1	N-U-N-S-U-U
14	Köln	1	3	2	5	:	7	-2	6	1	0	2	3	:	5	3	0	3	0	2	:	2	3	U-N-S-U-N-U
15	Hamburg	1	1	4	7	:	10	-3	4	0	0	3	2	:	6	0	1	1	1	5	:	4	4	N-N-N-U-N-S
16	Ingolstadt	1	1	4	2	:	10	-8	4	1	1	1	2	:	2	4	0	0	3	0	:	8	0	N-S-N-N-U-N
17	Hannover	1	0	5	6	:	10	-4	3	1	0	2	5	:	3	3	0	0	3	1	:	7	0	N-N-N-N-N-S
18	Wolfsburg	0	3	3	6	:	10	-4	3	0	2	1	3	:	4	2	0	1	2	3	:	6	1	U-N-N-U-N-U
