Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	5	0	1	11	:	5	6	15	2	0	0	4	:	0	6	3	0	1	7	:	5	9	S-S-S-N-S-S
2	Augsburg	4	2	0	8	:	1	7	14	1	1	0	2	:	1	4	3	1	0	6	:	0	10	U-S-S-S-U-S
3	Hertha	4	1	1	9	:	3	6	13	3	1	0	5	:	1	10	1	0	1	4	:	2	3	U-S-S-S-N-S
4	Dortmund	4	0	2	15	:	9	6	12	2	0	0	8	:	2	6	2	0	2	7	:	7	6	S-N-S-S-S-N
5	Leverkusen	3	2	1	12	:	5	7	11	1	1	0	6	:	1	4	2	1	1	6	:	4	7	U-S-S-N-U-S
6	M'gladbach	3	1	2	12	:	15	-3	10	3	0	1	9	:	7	9	0	1	1	3	:	8	1	N-S-N-S-U-S
7	Mainz	2	2	2	5	:	5	0	8	1	1	0	2	:	1	4	1	1	2	3	:	4	4	N-N-U-S-S-U
8	Stuttgart	2	2	2	8	:	11	-3	8	1	1	1	4	:	6	4	1	1	1	4	:	5	4	S-S-U-U-N-N
9	Hamburg	2	1	3	9	:	9	0	7	1	0	3	5	:	7	3	1	1	0	4	:	2	4	N-N-U-N-S-S
10	Schalke	2	1	3	8	:	10	-2	7	2	0	2	6	:	7	6	0	1	1	2	:	3	1	N-S-N-S-U-N
11	Ingolstadt	2	1	3	5	:	9	-4	7	2	1	1	5	:	3	7	0	0	2	0	:	6	0	S-N-N-U-N-S
12	Darmstadt	2	1	3	6	:	11	-5	7	0	1	1	0	:	4	1	2	0	2	6	:	7	6	S-N-N-S-U-N
13	Hoffenheim	1	3	2	6	:	7	-1	6	1	2	0	5	:	4	5	0	1	2	1	:	3	1	U-N-S-U-U-N
14	Köln	1	3	2	4	:	6	-2	6	1	1	2	3	:	5	4	0	2	0	1	:	1	2	N-S-U-N-U-U
15	Frankfurt	2	0	4	8	:	13	-5	6	2	0	2	6	:	7	6	0	0	2	2	:	6	0	S-S-N-N-N-N
16	Wolfsburg	1	2	3	11	:	9	2	5	1	1	1	8	:	3	4	0	1	2	3	:	6	1	N-N-U-N-U-S
17	Bremen	1	2	3	7	:	14	-7	5	0	1	1	2	:	4	1	1	1	2	5	:	10	4	S-N-U-U-N-N
18	Hannover	1	0	5	7	:	9	-2	3	1	0	2	5	:	3	3	0	0	3	2	:	6	0	N-N-N-N-S-N
