Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Dortmund	2	0	0	8	:	0	8	6	1	0	0	4	:	0	3	1	0	0	4	:	0	3	S-S
2	B. München	2	0	0	7	:	1	6	6	1	0	0	5	:	0	3	1	0	0	2	:	1	3	S-S
3	Leverkusen	2	0	0	3	:	1	2	6	1	0	0	2	:	1	3	1	0	0	1	:	0	3	S-S
4	Schalke	1	1	0	4	:	1	3	4	0	1	0	1	:	1	1	1	0	0	3	:	0	3	U-S
5	Köln	1	1	0	4	:	2	2	4	0	1	0	1	:	1	1	1	0	0	3	:	1	3	U-S
6	Wolfsburg	1	1	0	3	:	2	1	4	1	0	0	2	:	1	3	0	1	0	1	:	1	1	U-S
7	Hertha	1	1	0	2	:	1	1	4	0	1	0	1	:	1	1	1	0	0	1	:	0	3	U-S
8	Mainz	1	0	1	2	:	2	0	3	0	0	1	0	:	1	0	1	0	0	2	:	1	3	S-N
9	Ingolstadt	1	0	1	1	:	4	-3	3	0	0	1	0	:	4	0	1	0	0	1	:	0	3	N-S
10	Hamburg	1	0	1	3	:	7	-4	3	1	0	0	3	:	2	3	0	0	1	0	:	5	0	S-N
11	Darmstadt	0	2	0	3	:	3	0	2	0	1	0	2	:	2	1	0	1	0	1	:	1	1	U-U
12	Frankfurt	0	1	1	2	:	3	-1	1	0	1	0	1	:	1	1	0	0	1	1	:	2	0	U-N
13	Hannover	0	1	1	2	:	3	-1	1	0	0	1	0	:	1	0	0	1	0	2	:	2	1	N-U
14	Augsburg	0	1	1	1	:	2	-1	1	0	0	1	0	:	1	0	0	1	0	1	:	1	1	U-N
15	Bremen	0	1	1	1	:	4	-3	1	0	0	1	0	:	3	0	0	1	0	1	:	1	1	U-N
16	Hoffenheim	0	0	2	2	:	4	-2	0	0	0	1	1	:	2	0	0	0	1	1	:	2	0	N-N
17	Stuttgart	0	0	2	3	:	6	-3	0	0	0	1	1	:	3	0	0	0	1	2	:	3	0	N-N
18	M'gladbach	0	0	2	1	:	6	-5	0	0	0	1	1	:	2	0	0	0	1	0	:	4	0	N-N
