Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Dortmund	5	1	0	9	:	1	8	16	3	0	0	6	:	1	9	2	1	0	3	:	0	7	S-S-S-S-U-S
2	Mainz	5	0	1	11	:	6	5	15	3	0	0	6	:	2	9	2	0	1	5	:	4	6	S-S-N-S-S-S
3	B. München	4	1	1	11	:	4	7	13	2	0	1	6	:	3	6	2	1	0	5	:	1	7	N-S-S-S-U-S
4	Schalke	3	2	1	10	:	5	5	11	2	1	0	7	:	3	7	1	1	1	3	:	2	4	S-U-U-N-S-S
5	M'gladbach	3	1	2	14	:	7	7	10	3	0	0	10	:	1	9	0	1	2	4	:	6	1	S-U-S-N-S-N
6	Stuttgart	3	1	2	10	:	10	0	10	2	0	1	5	:	3	6	1	1	1	5	:	7	4	N-N-U-S-S-S
7	Hertha	2	3	1	7	:	6	1	9	1	2	0	3	:	1	5	1	1	1	4	:	5	4	S-S-U-N-U-U
8	Wolfsburg	2	2	2	8	:	7	1	8	1	1	1	3	:	3	4	1	1	1	5	:	4	4	S-N-U-S-N-U
9	Ingolstadt	2	2	2	6	:	7	-1	8	2	1	0	5	:	2	7	0	1	2	1	:	5	1	U-U-S-N-S-N
10	Leverkusen	2	1	3	7	:	9	-2	7	1	1	2	4	:	5	4	1	0	1	3	:	4	3	N-N-N-S-U-S
11	Hoffenheim	2	1	3	7	:	11	-4	7	2	0	1	5	:	5	6	0	1	2	2	:	6	1	S-N-S-U-N-N
12	Köln	1	3	2	6	:	6	0	6	1	0	1	3	:	2	3	0	3	1	3	:	4	3	U-N-N-S-U-U
13	Hamburg	1	3	2	8	:	9	-1	6	1	2	0	5	:	4	5	0	1	2	3	:	5	1	N-U-U-S-U-N
14	Bremen	1	3	2	11	:	14	-3	6	0	3	0	6	:	6	3	1	0	2	5	:	8	3	S-U-N-U-N-U
15	Augsburg	1	2	3	6	:	9	-3	5	0	2	1	3	:	5	2	1	0	2	3	:	4	3	N-U-S-N-N-U
16	Darmstadt	1	1	4	6	:	11	-5	4	0	0	3	1	:	6	0	1	1	1	5	:	5	4	N-U-N-N-S-N
17	Frankfurt	0	3	3	3	:	9	-6	3	0	2	1	2	:	4	2	0	1	2	1	:	5	1	N-U-U-N-N-U
18	Hannover	1	0	5	2	:	11	-9	3	0	0	3	0	:	6	0	1	0	2	2	:	5	3	N-S-N-N-N-N
