Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Dortmund	5	1	0	9	:	1	8	16	3	1	0	6	:	1	10	2	0	0	3	:	0	6	S-U-S-S-S-S
2	B. München	4	1	1	14	:	4	10	13	2	0	1	9	:	3	6	2	1	0	5	:	1	7	S-U-N-S-S-S
3	M'gladbach	3	1	2	13	:	7	6	10	3	0	0	8	:	0	9	0	1	2	5	:	7	1	S-N-S-U-S-N
4	Wolfsburg	3	1	2	9	:	5	4	10	2	0	1	4	:	3	6	1	1	1	5	:	2	4	N-S-S-N-U-S
5	Mainz	3	1	2	9	:	8	1	10	2	1	0	5	:	2	7	1	0	2	4	:	6	3	N-U-S-S-N-S
6	Hertha	3	1	2	6	:	5	1	10	2	1	0	5	:	1	7	1	0	2	1	:	4	3	S-N-S-S-U-N
7	Hoffenheim	3	1	2	9	:	12	-3	10	3	0	0	6	:	3	9	0	1	2	3	:	9	1	S-N-S-N-S-U
8	Stuttgart	2	2	2	12	:	11	1	8	2	0	1	8	:	3	6	0	2	1	4	:	8	2	U-S-N-N-U-S
9	Hamburg	2	2	2	8	:	7	1	8	2	1	0	6	:	3	7	0	1	2	2	:	4	1	N-S-N-U-U-S
10	Schalke	2	2	2	8	:	8	0	8	1	1	0	4	:	3	4	1	1	2	4	:	5	4	N-S-S-U-U-N
11	Bremen	2	2	2	11	:	12	-1	8	1	2	0	7	:	4	5	1	0	2	4	:	8	3	N-S-S-U-N-U
12	Ingolstadt	1	4	1	8	:	8	0	7	1	2	0	6	:	4	5	0	2	1	2	:	4	2	U-U-U-U-S-N
13	Köln	2	1	3	7	:	7	0	7	1	0	2	4	:	5	3	1	1	1	3	:	2	4	S-N-U-N-N-S
14	Leverkusen	2	1	3	8	:	12	-4	7	1	0	2	2	:	5	3	1	1	1	6	:	7	4	S-U-N-N-N-S
15	Augsburg	1	3	2	10	:	12	-2	6	0	2	1	6	:	8	2	1	1	1	4	:	4	4	U-U-N-U-S-N
16	Darmstadt	0	3	3	6	:	11	-5	3	0	1	2	3	:	6	1	0	2	1	3	:	5	2	U-U-N-U-N-N
17	Frankfurt	0	3	3	2	:	9	-7	3	0	3	0	1	:	1	3	0	0	3	1	:	8	0	N-U-N-U-U-N
18	Hannover	1	0	5	3	:	13	-10	3	0	0	3	0	:	7	0	1	0	2	3	:	6	3	N-N-N-S-N-N
