Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Dortmund	3	0	0	11	:	1	10	9	2	0	0	7	:	1	6	1	0	0	4	:	0	3	S-S-S
2	B. München	3	0	0	10	:	1	9	9	2	0	0	8	:	0	6	1	0	0	2	:	1	3	S-S-S
3	Wolfsburg	2	1	0	6	:	2	4	7	2	0	0	5	:	1	6	0	1	0	1	:	1	1	S-U-S
4	Köln	2	1	0	6	:	3	3	7	1	1	0	3	:	2	4	1	0	0	3	:	1	3	S-U-S
5	Mainz	2	0	1	5	:	2	3	6	1	0	1	3	:	1	3	1	0	0	2	:	1	3	S-S-N
6	Leverkusen	2	0	1	3	:	4	-1	6	1	0	0	2	:	1	3	1	0	1	1	:	3	3	N-S-S
7	Ingolstadt	2	0	1	2	:	4	-2	6	0	0	1	0	:	4	0	2	0	0	2	:	0	6	S-N-S
8	Frankfurt	1	1	1	6	:	4	2	4	0	1	0	1	:	1	1	1	0	1	5	:	3	3	S-U-N
9	Schalke	1	1	1	4	:	4	0	4	0	1	0	1	:	1	1	1	0	1	3	:	3	3	N-U-S
10	Hertha	1	1	1	3	:	4	-1	4	0	1	0	1	:	1	1	1	0	1	2	:	3	3	N-U-S
11	Bremen	1	1	1	3	:	5	-2	4	1	0	1	2	:	4	3	0	1	0	1	:	1	1	S-U-N
12	Darmstadt	0	3	0	3	:	3	0	3	0	2	0	2	:	2	2	0	1	0	1	:	1	1	U-U-U
13	Hamburg	1	0	2	4	:	9	-5	3	1	0	0	3	:	2	3	0	0	2	1	:	7	0	N-S-N
14	Hoffenheim	0	1	2	2	:	4	-2	1	0	0	1	1	:	2	0	0	1	1	1	:	2	1	U-N-N
15	Augsburg	0	1	2	1	:	3	-2	1	0	0	2	0	:	2	0	0	1	0	1	:	1	1	N-U-N
16	Hannover	0	1	2	2	:	6	-4	1	0	0	1	0	:	1	0	0	1	1	2	:	5	1	N-N-U
17	Stuttgart	0	0	3	4	:	10	-6	0	0	0	2	2	:	7	0	0	0	1	2	:	3	0	N-N-N
18	M'gladbach	0	0	3	2	:	8	-6	0	0	0	1	1	:	2	0	0	0	2	1	:	6	0	N-N-N
