Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	Dortmund	5	0	0	18	:	3	15	15	3	0	0	10	:	1	9	2	0	0	8	:	2	6	S-S-S-S-S
2	B. München	5	0	0	15	:	2	13	15	3	0	0	10	:	1	9	2	0	0	5	:	1	6	S-S-S-S-S
3	Wolfsburg	3	2	0	8	:	2	6	11	3	0	0	7	:	1	9	0	2	0	1	:	1	2	S-U-S-U-S
4	Schalke	3	1	1	7	:	5	2	10	1	1	0	3	:	2	4	2	0	1	4	:	3	6	S-S-N-U-S
5	Köln	3	1	1	9	:	9	0	10	2	1	0	4	:	2	7	1	0	1	5	:	7	3	S-N-S-U-S
6	Ingolstadt	3	1	1	3	:	4	-1	10	0	1	1	0	:	4	1	3	0	0	3	:	0	9	S-U-S-N-S
7	Mainz	3	0	2	9	:	5	4	9	2	0	1	6	:	2	6	1	0	1	3	:	3	3	S-N-S-S-N
8	Frankfurt	2	2	1	12	:	6	6	8	1	1	0	7	:	3	4	1	1	1	5	:	3	4	U-S-S-U-N
9	Bremen	2	1	2	6	:	7	-1	7	1	0	2	2	:	5	3	1	1	0	4	:	2	4	N-S-S-U-N
10	Hamburg	2	1	2	7	:	9	-2	7	1	1	0	3	:	2	4	1	0	2	4	:	7	3	U-S-N-S-N
11	Hertha	2	1	2	5	:	7	-2	7	1	1	0	3	:	2	4	1	0	2	2	:	5	3	N-S-N-U-S
12	Darmstadt	1	3	1	4	:	6	-2	6	0	2	1	2	:	5	2	1	1	0	2	:	1	4	N-S-U-U-U
13	Leverkusen	2	0	3	3	:	8	-5	6	1	0	1	2	:	2	3	1	0	2	1	:	6	3	N-N-N-S-S
14	Augsburg	1	1	3	4	:	5	-1	4	1	0	2	2	:	2	3	0	1	1	2	:	3	1	S-N-N-U-N
15	Hoffenheim	0	1	4	4	:	10	-6	1	0	0	2	2	:	5	0	0	1	2	2	:	5	1	N-N-U-N-N
16	Hannover	0	1	4	4	:	12	-8	1	0	0	2	2	:	5	0	0	1	2	2	:	7	1	N-N-N-N-U
17	Stuttgart	0	0	5	5	:	13	-8	0	0	0	3	2	:	8	0	0	0	2	3	:	5	0	N-N-N-N-N
18	M'gladbach	0	0	5	2	:	12	-10	0	0	0	2	1	:	5	0	0	0	3	1	:	7	0	N-N-N-N-N
