Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	B. München	6	0	0	19	:	3	16	18	3	0	0	12	:	3	9	3	0	0	7	:	0	9	S-S-S-S-S-S
2	Schalke	5	0	1	8	:	5	3	15	3	0	1	6	:	5	9	2	0	0	2	:	0	6	S-N-S-S-S-S
3	M'gladbach	4	0	2	14	:	8	6	12	2	0	1	6	:	5	6	2	0	1	8	:	3	6	S-S-S-S-N-N
4	Dortmund	3	2	1	13	:	10	3	11	1	1	0	5	:	2	4	2	1	1	8	:	8	7	S-N-U-U-S-S
5	Hertha	3	1	2	9	:	6	3	10	3	0	0	7	:	1	9	0	1	2	2	:	5	1	N-S-U-S-N-S
6	Darmstadt	3	1	2	9	:	9	0	10	1	0	2	4	:	7	3	2	1	0	5	:	2	7	S-N-U-S-N-S
7	Ingolstadt	2	2	2	4	:	3	1	8	1	1	1	2	:	1	4	1	1	1	2	:	2	4	N-S-U-N-S-U
8	Leverkusen	2	2	2	5	:	5	0	8	1	1	1	2	:	2	4	1	1	1	3	:	3	4	U-U-S-S-N-N
9	Hamburg	2	2	2	4	:	4	0	8	0	2	1	0	:	1	2	2	0	1	4	:	3	6	U-N-N-S-U-S
10	Wolfsburg	2	2	2	8	:	10	-2	8	2	1	0	7	:	3	7	0	1	2	1	:	7	1	S-N-U-N-S-U
11	Stuttgart	2	1	3	8	:	9	-1	7	1	0	2	2	:	4	3	1	1	1	6	:	5	4	S-U-N-S-N-N
12	Köln	2	1	3	7	:	10	-3	7	1	1	1	2	:	2	4	1	0	2	5	:	8	3	N-S-U-N-S-N
13	Hannover	2	1	3	6	:	10	-4	7	1	0	2	4	:	7	3	1	1	1	2	:	3	4	S-S-U-N-N-N
14	Mainz	2	0	4	7	:	11	-4	6	1	0	2	3	:	6	3	1	0	2	4	:	5	3	N-S-N-N-S-N
15	Hoffenheim	1	2	3	10	:	14	-4	5	0	2	1	4	:	6	2	1	0	2	6	:	8	3	N-U-S-U-N-N
16	Frankfurt	1	2	3	8	:	12	-4	5	1	1	1	8	:	8	4	0	1	2	0	:	4	1	N-N-U-N-U-S
17	Augsburg	1	1	4	7	:	12	-5	4	1	0	2	3	:	5	3	0	1	2	4	:	7	1	N-U-N-N-S-N
18	Bremen	1	0	5	4	:	9	-5	3	0	0	3	0	:	5	0	1	0	2	4	:	4	3	N-N-N-N-N-S
