Pos.	Name	S	U	N	T+		T-	±	Punkte	S	U	N	T+		T-	Punkte	S	U	N	T+		T-	Punkte	Tendenz
1	At. Madrid	5	0	1	8	:	2	6	15	3	0	0	4	:	1	9	2	0	1	4	:	1	6	S-S-N-S-S-S
2	Villarreal	5	0	1	8	:	4	4	15	3	0	0	4	:	1	9	2	0	1	4	:	3	6	S-S-S-S-S-N
3	Malaga	4	2	0	8	:	3	5	14	2	1	0	5	:	2	7	2	1	0	3	:	1	7	S-S-S-S-U-U
4	Real Madrid	4	1	1	21	:	7	14	13	3	0	0	17	:	4	9	1	1	1	4	:	3	4	U-S-S-N-S-S
5	Barcelona	3	3	0	14	:	4	10	12	2	1	0	10	:	2	7	1	2	0	4	:	2	5	S-U-S-U-U-S
6	At. Bilbao	3	2	1	9	:	4	5	11	1	2	0	4	:	2	5	2	0	1	5	:	2	6	U-S-S-N-U-S
7	FC Sevilla	3	2	1	7	:	3	4	11	3	0	0	5	:	0	9	0	2	1	2	:	3	2	N-S-U-S-U-S
8	Celta Vigo	3	1	2	6	:	5	1	10	2	0	1	3	:	2	6	1	1	1	3	:	3	4	N-N-S-S-U-S
9	Deportivo	2	3	1	8	:	5	3	9	1	1	1	4	:	3	4	1	2	0	4	:	2	5	N-U-S-U-U-S
10	Getafe	2	3	1	8	:	8	0	9	1	2	0	3	:	1	5	1	1	1	5	:	7	4	S-U-U-U-N-S
11	Eibar	2	1	3	8	:	7	1	7	1	1	1	3	:	3	4	1	0	2	5	:	4	3	S-S-N-U-N-N
12	Las Palmas	2	1	3	8	:	9	-1	7	2	0	1	5	:	3	6	0	1	2	3	:	6	1	U-S-N-S-N-N
13	Granada	2	1	3	7	:	12	-5	7	1	0	2	2	:	5	3	1	1	1	5	:	7	4	S-N-N-S-N-U
14	Espanyol	1	2	3	2	:	5	-3	5	1	2	0	2	:	1	5	0	0	3	0	:	4	0	U-N-S-N-U-N
15	Real Sociedad	1	2	3	6	:	13	-7	5	1	0	1	2	:	3	3	0	2	2	4	:	10	2	U-N-N-U-S-N
16	Real Betis	1	2	3	2	:	10	-8	5	0	2	1	1	:	5	2	1	0	2	1	:	5	3	N-N-U-N-U-S
17	Valencia	0	4	2	6	:	8	-2	4	0	3	0	5	:	5	3	0	1	2	1	:	3	1	U-N-U-U-U-N
18	Gijon	1	0	5	6	:	12	-6	3	1	0	2	5	:	6	3	0	0	3	1	:	6	0	N-N-N-N-S-N
19	Levante	0	1	5	2	:	8	-6	1	0	0	3	1	:	4	0	0	1	2	1	:	4	1	N-N-N-N-U-N
20	Vallecano	0	1	5	6	:	21	-15	1	0	1	3	3	:	9	1	0	0	2	3	:	12	0	U-N-N-N-N-N
